GO.ID,Term,Annotated,Significant,Expected,classic
GO:0005432,calcium:sodium antiporter activity,2,0,0.05,1.00000
GO:0005451,monovalent cation:proton antiporter acti...,1,0,0.03,1.00000
GO:0005483,soluble NSF attachment protein activity,1,0,0.03,1.00000
GO:0005506,iron ion binding,10,0,0.27,1.00000
GO:0005518,collagen binding,1,0,0.03,1.00000
GO:0005522,profilin binding,2,0,0.05,1.00000
GO:0005545,1-phosphatidylinositol binding,1,0,0.03,1.00000
GO:0005547,phosphatidylinositol-3,4,5-trisphosphate...,4,0,0.11,1.00000
GO:0008013,beta-catenin binding,7,0,0.19,1.00000
GO:0008080,N-acetyltransferase activity,1,0,0.03,1.00000
GO:0008081,phosphoric diester hydrolase activity,15,0,0.4,1.00000
GO:0008083,growth factor activity,1,0,0.03,1.00000
GO:0008108,UDP-glucose:hexose-1-phosphate uridylylt...,1,0,0.03,1.00000
GO:0008134,transcription factor binding,25,0,0.67,1.00000
GO:0008135,translation factor activity, RNA binding,3,0,0.08,1.00000
GO:0008168,methyltransferase activity,9,0,0.24,1.00000
GO:0008170,N-methyltransferase activity,6,0,0.16,1.00000
GO:0008171,O-methyltransferase activity,2,0,0.05,1.00000
GO:0008173,RNA methyltransferase activity,4,0,0.11,1.00000
GO:0008174,mRNA methyltransferase activity,1,0,0.03,1.00000
GO:0008175,tRNA methyltransferase activity,2,0,0.05,1.00000
GO:0008192,RNA guanylyltransferase activity,2,0,0.05,1.00000
GO:0008193,tRNA guanylyltransferase activity,2,0,0.05,1.00000
GO:0008194,UDP-glycosyltransferase activity,4,0,0.11,1.00000
GO:0008236,serine-type peptidase activity,4,0,0.11,1.00000
GO:0008237,metallopeptidase activity,2,0,0.05,1.00000
GO:0008238,exopeptidase activity,4,0,0.11,1.00000
GO:0008239,dipeptidyl-peptidase activity,4,0,0.11,1.00000
GO:0008252,nucleotidase activity,1,0,0.03,1.00000
GO:0008253,5'-nucleotidase activity,1,0,0.03,1.00000
GO:0008263,pyrimidine-specific mismatch base pair D...,1,0,0.03,1.00000
GO:0008265,Mo-molybdopterin cofactor sulfurase acti...,1,0,0.03,1.00000
GO:0008276,protein methyltransferase activity,5,0,0.13,1.00000
GO:0008281,sulfonylurea receptor activity,2,0,0.05,1.00000
GO:0008324,cation transmembrane transporter activit...,26,0,0.69,1.00000
GO:0008353,RNA polymerase II CTD heptapeptide repea...,1,0,0.03,1.00000
GO:0008374,O-acyltransferase activity,4,0,0.11,1.00000
GO:0008375,acetylglucosaminyltransferase activity,2,0,0.05,1.00000
GO:0008376,acetylgalactosaminyltransferase activity,2,0,0.05,1.00000
GO:0008409,5'-3' exonuclease activity,3,0,0.08,1.00000
GO:0008422,beta-glucosidase activity,3,0,0.08,1.00000
GO:0008434,calcitriol receptor activity,3,0,0.08,1.00000
GO:0008483,transaminase activity,1,0,0.03,1.00000
GO:0008493,tetracycline transmembrane transporter a...,3,0,0.08,1.00000
GO:0008514,organic anion transmembrane transporter ...,3,0,0.08,1.00000
GO:0008536,Ran GTPase binding,3,0,0.08,1.00000
GO:0008565,protein transporter activity,6,0,0.16,1.00000
GO:0008603,cAMP-dependent protein kinase regulator ...,3,0,0.08,1.00000
GO:0008649,rRNA methyltransferase activity,3,0,0.08,1.00000
GO:0008757,S-adenosylmethionine-dependent methyltra...,9,0,0.24,1.00000
GO:0008942,nitrite reductase [NAD(P)H] activity,1,0,0.03,1.00000
GO:0009374,biotin binding,6,0,0.16,1.00000
GO:0009982,pseudouridine synthase activity,1,0,0.03,1.00000
GO:0010181,FMN binding,6,0,0.16,1.00000
GO:0010698,acetyltransferase activator activity,1,0,0.03,1.00000
GO:0015077,monovalent inorganic cation transmembran...,7,0,0.19,1.00000
GO:0015078,proton transmembrane transporter activit...,1,0,0.03,1.00000
GO:0015079,potassium ion transmembrane transporter ...,3,0,0.08,1.00000
GO:0015081,sodium ion transmembrane transporter act...,5,0,0.13,1.00000
GO:0015085,calcium ion transmembrane transporter ac...,17,0,0.45,1.00000
GO:0015114,phosphate ion transmembrane transporter ...,3,0,0.08,1.00000
GO:0015119,hexose phosphate transmembrane transport...,3,0,0.08,1.00000
GO:0015144,carbohydrate transmembrane transporter a...,2,0,0.05,1.00000
GO:0015145,monosaccharide transmembrane transporter...,1,0,0.03,1.00000
GO:0015149,hexose transmembrane transporter activit...,1,0,0.03,1.00000
GO:0015238,drug transmembrane transporter activity,3,0,0.08,1.00000
GO:0015272,ATP-activated inward rectifier potassium...,2,0,0.05,1.00000
GO:0015276,ligand-gated ion channel activity,5,0,0.13,1.00000
GO:0015278,calcium-release channel activity,1,0,0.03,1.00000
GO:0015291,secondary active transmembrane transport...,6,0,0.16,1.00000
GO:0015297,antiporter activity,6,0,0.16,1.00000
GO:0015298,solute:cation antiporter activity,3,0,0.08,1.00000
GO:0015299,solute:proton antiporter activity,1,0,0.03,1.00000
GO:0015301,anion:anion antiporter activity,3,0,0.08,1.00000
GO:0015315,organophosphate:inorganic phosphate anti...,3,0,0.08,1.00000
GO:0015368,calcium:cation antiporter activity,2,0,0.05,1.00000
GO:0015385,sodium:proton antiporter activity,1,0,0.03,1.00000
GO:0015386,potassium:proton antiporter activity,1,0,0.03,1.00000
GO:0015399,primary active transmembrane transporter...,20,0,0.53,1.00000
GO:0015405,P-P-bond-hydrolysis-driven transmembrane...,20,0,0.53,1.00000
GO:0015410,manganese-transporting ATPase activity,2,0,0.05,1.00000
GO:0015491,cation:cation antiporter activity,3,0,0.08,1.00000
GO:0015526,hexose-phosphate:inorganic phosphate ant...,3,0,0.08,1.00000
GO:0015605,organophosphate ester transmembrane tran...,3,0,0.08,1.00000
GO:0015643,toxic substance binding,2,0,0.05,1.00000
GO:0015662,ATPase activity, coupled to transmembran...,14,0,0.37,1.00000
GO:0015665,alcohol transmembrane transporter activi...,3,0,0.08,1.00000
GO:0015923,mannosidase activity,3,0,0.08,1.00000
GO:0015924,mannosyl-oligosaccharide mannosidase act...,3,0,0.08,1.00000
GO:0015926,glucosidase activity,3,0,0.08,1.00000
GO:0015930,glutamate synthase activity,6,0,0.16,1.00000
GO:0015932,nucleobase-containing compound transmemb...,1,0,0.03,1.00000
GO:0016040,glutamate synthase (NADH) activity,6,0,0.16,1.00000
GO:0016174,NAD(P)H oxidase activity,5,0,0.13,1.00000
GO:0016209,antioxidant activity,1,0,0.03,1.00000
GO:0016229,steroid dehydrogenase activity,1,0,0.03,1.00000
GO:0016278,lysine N-methyltransferase activity,5,0,0.13,1.00000
GO:0016279,protein-lysine N-methyltransferase activ...,5,0,0.13,1.00000
GO:0016303,1-phosphatidylinositol-3-kinase activity,7,0,0.19,1.00000
GO:0016307,phosphatidylinositol phosphate kinase ac...,4,0,0.11,1.00000
GO:0016406,carnitine O-acyltransferase activity,4,0,0.11,1.00000
GO:0016407,acetyltransferase activity,1,0,0.03,1.00000
GO:0016409,palmitoyltransferase activity,8,0,0.21,1.00000
GO:0016410,N-acyltransferase activity,5,0,0.13,1.00000
GO:0016416,O-palmitoyltransferase activity,4,0,0.11,1.00000
GO:0016417,S-acyltransferase activity,4,0,0.11,1.00000
GO:0016421,CoA carboxylase activity,1,0,0.03,1.00000
GO:0016422,mRNA (2'-O-methyladenosine-N6-)-methyltr...,1,0,0.03,1.00000
GO:0016423,tRNA (guanine) methyltransferase activit...,2,0,0.05,1.00000
GO:0016434,rRNA (cytosine) methyltransferase activi...,1,0,0.03,1.00000
GO:0016435,rRNA (guanine) methyltransferase activit...,2,0,0.05,1.00000
GO:0016491,oxidoreductase activity,37,0,0.99,1.00000
GO:0016504,peptidase activator activity,1,0,0.03,1.00000
GO:0016508,long-chain-enoyl-CoA hydratase activity,1,0,0.03,1.00000
GO:0016614,oxidoreductase activity, acting on CH-OH...,2,0,0.05,1.00000
GO:0016616,oxidoreductase activity, acting on the C...,2,0,0.05,1.00000
GO:0016620,oxidoreductase activity, acting on the a...,6,0,0.16,1.00000
GO:0016627,oxidoreductase activity, acting on the C...,3,0,0.08,1.00000
GO:0016628,oxidoreductase activity, acting on the C...,2,0,0.05,1.00000
GO:0016634,oxidoreductase activity, acting on the C...,1,0,0.03,1.00000
GO:0016638,oxidoreductase activity, acting on the C...,6,0,0.16,1.00000
GO:0016639,oxidoreductase activity, acting on the C...,6,0,0.16,1.00000
GO:0016651,oxidoreductase activity, acting on NAD(P...,7,0,0.19,1.00000
GO:0016653,oxidoreductase activity, acting on NAD(P...,4,0,0.11,1.00000
GO:0016657,oxidoreductase activity, acting on NAD(P...,1,0,0.03,1.00000
GO:0016661,oxidoreductase activity, acting on other...,1,0,0.03,1.00000
GO:0016684,oxidoreductase activity, acting on perox...,1,0,0.03,1.00000
GO:0016705,oxidoreductase activity, acting on paire...,6,0,0.16,1.00000
GO:0016706,oxidoreductase activity, acting on paire...,3,0,0.08,1.00000
GO:0016741,transferase activity, transferring one-c...,10,0,0.27,1.00000
GO:0016742,hydroxymethyl-, formyl- and related tran...,1,0,0.03,1.00000
GO:0016746,transferase activity, transferring acyl ...,14,0,0.37,1.00000
GO:0016747,transferase activity, transferring acyl ...,13,0,0.35,1.00000
GO:0016748,succinyltransferase activity,4,0,0.11,1.00000
GO:0016749,N-succinyltransferase activity,4,0,0.11,1.00000
GO:0016757,transferase activity, transferring glyco...,14,0,0.37,1.00000
GO:0016758,transferase activity, transferring hexos...,6,0,0.16,1.00000
GO:0016763,transferase activity, transferring pento...,8,0,0.21,1.00000
GO:0016769,transferase activity, transferring nitro...,1,0,0.03,1.00000
GO:0016774,phosphotransferase activity, carboxyl gr...,5,0,0.13,1.00000
GO:0016782,transferase activity, transferring sulfu...,2,0,0.05,1.00000
GO:0016783,sulfurtransferase activity,1,0,0.03,1.00000
GO:0016791,phosphatase activity,3,0,0.08,1.00000
GO:0016796,exonuclease activity, active with either...,4,0,0.11,1.00000
GO:0016798,hydrolase activity, acting on glycosyl b...,9,0,0.24,1.00000
GO:0016799,hydrolase activity, hydrolyzing N-glycos...,3,0,0.08,1.00000
GO:0016829,lyase activity,13,0,0.35,1.00000
GO:0016830,carbon-carbon lyase activity,5,0,0.13,1.00000
GO:0016831,carboxy-lyase activity,5,0,0.13,1.00000
GO:0016835,carbon-oxygen lyase activity,7,0,0.19,1.00000
GO:0016836,hydro-lyase activity,7,0,0.19,1.00000
GO:0016866,intramolecular transferase activity,1,0,0.03,1.00000
GO:0016874,ligase activity,13,0,0.35,1.00000
GO:0016875,ligase activity, forming carbon-oxygen b...,2,0,0.05,1.00000
GO:0016879,ligase activity, forming carbon-nitrogen...,7,0,0.19,1.00000
GO:0016885,ligase activity, forming carbon-carbon b...,7,0,0.19,1.00000
GO:0016886,ligase activity, forming phosphoric este...,4,0,0.11,1.00000
GO:0016888,endodeoxyribonuclease activity, producin...,1,0,0.03,1.00000
GO:0016893,endonuclease activity, active with eithe...,1,0,0.03,1.00000
GO:0016895,exodeoxyribonuclease activity, producing...,3,0,0.08,1.00000
GO:0016896,exoribonuclease activity, producing 5'-p...,1,0,0.03,1.00000
GO:0016903,oxidoreductase activity, acting on the a...,6,0,0.16,1.00000
GO:0017025,TBP-class protein binding,1,0,0.03,1.00000
GO:0017075,syntaxin-1 binding,2,0,0.05,1.00000
GO:0017084,delta1-pyrroline-5-carboxylate synthetas...,5,0,0.13,1.00000
GO:0017091,AU-rich element binding,6,0,0.16,1.00000
GO:0017108,5'-flap endonuclease activity,1,0,0.03,1.00000
GO:0017112,Rab guanyl-nucleotide exchange factor ac...,1,0,0.03,1.00000
GO:0017136,NAD-dependent histone deacetylase activi...,6,0,0.16,1.00000
GO:0017147,Wnt-protein binding,2,0,0.05,1.00000
GO:0017162,aryl hydrocarbon receptor binding,4,0,0.11,1.00000
GO:0017171,serine hydrolase activity,4,0,0.11,1.00000
GO:0018024,histone-lysine N-methyltransferase activ...,5,0,0.13,1.00000
GO:0019003,GDP binding,1,0,0.03,1.00000
GO:0019104,DNA N-glycosylase activity,2,0,0.05,1.00000
GO:0019202,amino acid kinase activity,5,0,0.13,1.00000
GO:0019207,kinase regulator activity,7,0,0.19,1.00000
GO:0019210,kinase inhibitor activity,1,0,0.03,1.00000
GO:0019215,intermediate filament binding,1,0,0.03,1.00000
GO:0019706,protein-cysteine S-palmitoyltransferase ...,4,0,0.11,1.00000
GO:0019707,protein-cysteine S-acyltransferase activ...,4,0,0.11,1.00000
GO:0019825,oxygen binding,1,0,0.03,1.00000
GO:0019829,cation-transporting ATPase activity,14,0,0.37,1.00000
GO:0019842,vitamin binding,17,0,0.45,1.00000
GO:0019843,rRNA binding,4,0,0.11,1.00000
GO:0019864,IgG binding,2,0,0.05,1.00000
GO:0019865,immunoglobulin binding,2,0,0.05,1.00000
GO:0019887,protein kinase regulator activity,7,0,0.19,1.00000
GO:0019888,protein phosphatase regulator activity,3,0,0.08,1.00000
GO:0019902,phosphatase binding,3,0,0.08,1.00000
GO:0019903,protein phosphatase binding,2,0,0.05,1.00000
GO:0019905,syntaxin binding,5,0,0.13,1.00000
GO:0020037,heme binding,12,0,0.32,1.00000
GO:0022804,active transmembrane transporter activit...,26,0,0.69,1.00000
GO:0022821,potassium ion antiporter activity,1,0,0.03,1.00000
GO:0022834,ligand-gated channel activity,5,0,0.13,1.00000
GO:0022840,leak channel activity,2,0,0.05,1.00000
GO:0022842,narrow pore channel activity,2,0,0.05,1.00000
GO:0022843,voltage-gated cation channel activity,2,0,0.05,1.00000
GO:0022853,active ion transmembrane transporter act...,14,0,0.37,1.00000
GO:0022890,inorganic cation transmembrane transport...,26,0,0.69,1.00000
GO:0030151,molybdenum ion binding,1,0,0.03,1.00000
GO:0030170,pyridoxal phosphate binding,11,0,0.29,1.00000
GO:0030350,iron-responsive element binding,5,0,0.13,1.00000
GO:0030374,nuclear receptor transcription coactivat...,2,0,0.05,1.00000
GO:0030544,Hsp70 protein binding,4,0,0.11,1.00000
GO:0030545,receptor regulator activity,1,0,0.03,1.00000
GO:0030551,cyclic nucleotide binding,4,0,0.11,1.00000
GO:0030552,cAMP binding,4,0,0.11,1.00000
GO:0030971,receptor tyrosine kinase binding,10,0,0.27,1.00000
GO:0031490,chromatin DNA binding,7,0,0.19,1.00000
GO:0031491,nucleosome binding,3,0,0.08,1.00000
GO:0031593,polyubiquitin modification-dependent pro...,2,0,0.05,1.00000
GO:0031625,ubiquitin protein ligase binding,4,0,0.11,1.00000
GO:0031996,thioesterase binding,1,0,0.03,1.00000
GO:0032182,ubiquitin-like protein binding,1,0,0.03,1.00000
GO:0032451,demethylase activity,7,0,0.19,1.00000
GO:0032452,histone demethylase activity,7,0,0.19,1.00000
GO:0032453,histone demethylase activity (H3-K4 spec...,3,0,0.08,1.00000
GO:0032552,deoxyribonucleotide binding,2,0,0.05,1.00000
GO:0032554,purine deoxyribonucleotide binding,2,0,0.05,1.00000
GO:0032558,adenyl deoxyribonucleotide binding,2,0,0.05,1.00000
GO:0032564,dATP binding,2,0,0.05,1.00000
GO:0033558,protein deacetylase activity,12,0,0.32,1.00000
GO:0033592,RNA strand annealing activity,4,0,0.11,1.00000
GO:0033613,activating transcription factor binding,9,0,0.24,1.00000
GO:0033764,steroid dehydrogenase activity, acting o...,1,0,0.03,1.00000
GO:0033989,3alpha,7alpha,12alpha-trihydroxy-5beta-c...,1,0,0.03,1.00000
GO:0034062,5'-3' RNA polymerase activity,4,0,0.11,1.00000
GO:0034185,apolipoprotein binding,2,0,0.05,1.00000
GO:0034212,peptide N-acetyltransferase activity,1,0,0.03,1.00000
GO:0034603,pyruvate dehydrogenase [NAD(P)+] activit...,1,0,0.03,1.00000
GO:0034604,pyruvate dehydrogenase (NAD+) activity,1,0,0.03,1.00000
GO:0034647,histone demethylase activity (H3-trimeth...,3,0,0.08,1.00000
GO:0034648,histone demethylase activity (H3-dimethy...,3,0,0.08,1.00000
GO:0034739,histone deacetylase activity (H4-K16 spe...,6,0,0.16,1.00000
GO:0034979,NAD-dependent protein deacetylase activi...,6,0,0.16,1.00000
GO:0035004,phosphatidylinositol 3-kinase activity,7,0,0.19,1.00000
GO:0035005,1-phosphatidylinositol-4-phosphate 3-kin...,4,0,0.11,1.00000
GO:0035035,histone acetyltransferase binding,2,0,0.05,1.00000
GO:0035064,methylated histone binding,4,0,0.11,1.00000
GO:0035254,glutamate receptor binding,8,0,0.21,1.00000
GO:0035257,nuclear hormone receptor binding,5,0,0.13,1.00000
GO:0035258,steroid hormone receptor binding,2,0,0.05,1.00000
GO:0035259,glucocorticoid receptor binding,2,0,0.05,1.00000
GO:0035312,5'-3' exodeoxyribonuclease activity,3,0,0.08,1.00000
GO:0035368,selenocysteine insertion sequence bindin...,4,0,0.11,1.00000
GO:0035596,methylthiotransferase activity,1,0,0.03,1.00000
GO:0035597,N6-isopentenyladenosine methylthiotransf...,1,0,0.03,1.00000
GO:0035613,RNA stem-loop binding,3,0,0.08,1.00000
GO:0036002,pre-mRNA binding,3,0,0.08,1.00000
GO:0036402,proteasome-activating ATPase activity,1,0,0.03,1.00000
GO:0042054,histone methyltransferase activity,5,0,0.13,1.00000
GO:0042393,histone binding,11,0,0.29,1.00000
GO:0042500,aspartic endopeptidase activity, intrame...,1,0,0.03,1.00000
GO:0042578,phosphoric ester hydrolase activity,18,0,0.48,1.00000
GO:0042625,ATPase coupled ion transmembrane transpo...,14,0,0.37,1.00000
GO:0042626,ATPase activity, coupled to transmembran...,20,0,0.53,1.00000
GO:0042800,histone methyltransferase activity (H3-K...,1,0,0.03,1.00000
GO:0042809,vitamin D receptor binding,1,0,0.03,1.00000
GO:0042813,Wnt-activated receptor activity,2,0,0.05,1.00000
GO:0042826,histone deacetylase binding,1,0,0.03,1.00000
GO:0042895,antibiotic transmembrane transporter act...,3,0,0.08,1.00000
GO:0042903,tubulin deacetylase activity,6,0,0.16,1.00000
GO:0042947,glucoside transmembrane transporter acti...,1,0,0.03,1.00000
GO:0043015,gamma-tubulin binding,3,0,0.08,1.00000
GO:0043021,ribonucleoprotein complex binding,11,0,0.29,1.00000
GO:0043022,ribosome binding,6,0,0.16,1.00000
GO:0043047,single-stranded telomeric DNA binding,1,0,0.03,1.00000
GO:0043130,ubiquitin binding,1,0,0.03,1.00000
GO:0043175,RNA polymerase core enzyme binding,2,0,0.05,1.00000
GO:0043225,ATPase-coupled anion transmembrane trans...,2,0,0.05,1.00000
GO:0043325,phosphatidylinositol-3,4-bisphosphate bi...,1,0,0.03,1.00000
GO:0043425,bHLH transcription factor binding,4,0,0.11,1.00000
GO:0043492,ATPase activity, coupled to movement of ...,20,0,0.53,1.00000
GO:0043531,ADP binding,1,0,0.03,1.00000
GO:0044183,protein binding involved in protein fold...,9,0,0.24,1.00000
GO:0044325,ion channel binding,4,0,0.11,1.00000
GO:0044389,ubiquitin-like protein ligase binding,4,0,0.11,1.00000
GO:0044594,17-beta-hydroxysteroid dehydrogenase (NA...,1,0,0.03,1.00000
GO:0045181,glutamate synthase activity, NAD(P)H as ...,6,0,0.16,1.00000
GO:0045182,translation regulator activity,1,0,0.03,1.00000
GO:0045295,gamma-catenin binding,1,0,0.03,1.00000
GO:0045504,dynein heavy chain binding,3,0,0.08,1.00000
GO:0046030,inositol trisphosphate phosphatase activ...,1,0,0.03,1.00000
GO:0046332,SMAD binding,2,0,0.05,1.00000
GO:0046404,ATP-dependent polydeoxyribonucleotide 5'...,1,0,0.03,1.00000
GO:0046857,oxidoreductase activity, acting on other...,1,0,0.03,1.00000
GO:0046873,metal ion transmembrane transporter acti...,25,0,0.67,1.00000
GO:0046906,tetrapyrrole binding,12,0,0.32,1.00000
GO:0046915,transition metal ion transmembrane trans...,3,0,0.08,1.00000
GO:0046934,phosphatidylinositol-4,5-bisphosphate 3-...,4,0,0.11,1.00000
GO:0046966,thyroid hormone receptor binding,1,0,0.03,1.00000
GO:0046970,NAD-dependent histone deacetylase activi...,6,0,0.16,1.00000
GO:0046975,histone methyltransferase activity (H3-K...,1,0,0.03,1.00000
GO:0047555,3',5'-cyclic-GMP phosphodiesterase activ...,1,0,0.03,1.00000
GO:0047635,alanine-oxo-acid transaminase activity,1,0,0.03,1.00000
GO:0048018,receptor ligand activity,1,0,0.03,1.00000
GO:0048256,flap endonuclease activity,1,0,0.03,1.00000
GO:0048487,beta-tubulin binding,4,0,0.11,1.00000
GO:0050265,RNA uridylyltransferase activity,2,0,0.05,1.00000
GO:0050290,sphingomyelin phosphodiesterase D activi...,3,0,0.08,1.00000
GO:0050497,transferase activity, transferring alkyl...,1,0,0.03,1.00000
GO:0050660,flavin adenine dinucleotide binding,6,0,0.16,1.00000
GO:0050664,oxidoreductase activity, acting on NAD(P...,5,0,0.13,1.00000
GO:0050699,WW domain binding,2,0,0.05,1.00000
GO:0050809,diazepam binding,2,0,0.05,1.00000
GO:0051010,microtubule plus-end binding,1,0,0.03,1.00000
GO:0051021,GDP-dissociation inhibitor binding,1,0,0.03,1.00000
GO:0051022,Rho GDP-dissociation inhibitor binding,1,0,0.03,1.00000
GO:0051082,unfolded protein binding,12,0,0.32,1.00000
GO:0051087,chaperone binding,5,0,0.13,1.00000
GO:0051117,ATPase binding,1,0,0.03,1.00000
GO:0051119,sugar transmembrane transporter activity,2,0,0.05,1.00000
GO:0051213,dioxygenase activity,7,0,0.19,1.00000
GO:0051287,NAD binding,14,0,0.37,1.00000
GO:0051427,hormone receptor binding,5,0,0.13,1.00000
GO:0051536,iron-sulfur cluster binding,18,0,0.48,1.00000
GO:0051537,2 iron, 2 sulfur cluster binding,1,0,0.03,1.00000
GO:0051538,3 iron, 4 sulfur cluster binding,11,0,0.29,1.00000
GO:0051539,4 iron, 4 sulfur cluster binding,11,0,0.29,1.00000
GO:0051540,metal cluster binding,18,0,0.48,1.00000
GO:0051731,polynucleotide 5'-hydroxyl-kinase activi...,1,0,0.03,1.00000
GO:0051732,polyribonucleotide kinase activity,1,0,0.03,1.00000
GO:0051733,polydeoxyribonucleotide kinase activity,1,0,0.03,1.00000
GO:0051734,ATP-dependent polynucleotide kinase acti...,1,0,0.03,1.00000
GO:0051736,ATP-dependent polyribonucleotide 5'-hydr...,1,0,0.03,1.00000
GO:0051787,misfolded protein binding,1,0,0.03,1.00000
GO:0052742,phosphatidylinositol kinase activity,7,0,0.19,1.00000
GO:0052745,inositol phosphate phosphatase activity,1,0,0.03,1.00000
GO:0052813,phosphatidylinositol bisphosphate kinase...,4,0,0.11,1.00000
GO:0060590,ATPase regulator activity,1,0,0.03,1.00000
GO:0061513,glucose 6-phosphate:inorganic phosphate ...,3,0,0.08,1.00000
GO:0061578,Lys63-specific deubiquitinase activity,3,0,0.08,1.00000
GO:0061628,H3K27me3 modified histone binding,1,0,0.03,1.00000
GO:0061649,ubiquitin modification-dependent histone...,3,0,0.08,1.00000
GO:0061733,peptide-lysine-N-acetyltransferase activ...,1,0,0.03,1.00000
GO:0061778,intracellular chloride channel activity,1,0,0.03,1.00000
GO:0070001,aspartic-type peptidase activity,2,0,0.05,1.00000
GO:0070039,rRNA (guanosine-2'-O-)-methyltransferase...,2,0,0.05,1.00000
GO:0070063,RNA polymerase binding,3,0,0.08,1.00000
GO:0070064,proline-rich region binding,3,0,0.08,1.00000
GO:0070279,vitamin B6 binding,11,0,0.29,1.00000
GO:0070403,NAD+ binding,10,0,0.27,1.00000
GO:0070491,repressing transcription factor binding,10,0,0.27,1.00000
GO:0070566,adenylyltransferase activity,4,0,0.11,1.00000
GO:0070568,guanylyltransferase activity,2,0,0.05,1.00000
GO:0070569,uridylyltransferase activity,3,0,0.08,1.00000
GO:0070577,lysine-acetylated histone binding,1,0,0.03,1.00000
GO:0070628,proteasome binding,2,0,0.05,1.00000
GO:0070818,protoporphyrinogen oxidase activity,1,0,0.03,1.00000
GO:0070840,dynein complex binding,1,0,0.03,1.00000
GO:0070878,primary miRNA binding,3,0,0.08,1.00000
GO:0070888,E-box binding,4,0,0.11,1.00000
GO:0071207,histone pre-mRNA stem-loop binding,2,0,0.05,1.00000
GO:0071424,rRNA (cytosine-N4-)-methyltransferase ac...,1,0,0.03,1.00000
GO:0071558,histone demethylase activity (H3-K27 spe...,4,0,0.11,1.00000
GO:0071796,K6-linked polyubiquitin modification-dep...,2,0,0.05,1.00000
GO:0072509,divalent inorganic cation transmembrane ...,1,0,0.03,1.00000
GO:0097110,scaffold protein binding,2,0,0.05,1.00000
GO:0097153,cysteine-type endopeptidase activity inv...,1,0,0.03,1.00000
GO:0097200,cysteine-type endopeptidase activity inv...,1,0,0.03,1.00000
GO:0097617,annealing activity,4,0,0.11,1.00000
GO:0097682,intracellular phosphatidylinositol-3,5-b...,2,0,0.05,1.00000
GO:0097718,disordered domain specific binding,10,0,0.27,1.00000
GO:0097747,RNA polymerase activity,4,0,0.11,1.00000
GO:0098505,G-rich strand telomeric DNA binding,1,0,0.03,1.00000
GO:0098531,transcription factor activity, direct li...,4,0,0.11,1.00000
GO:0098809,nitrite reductase activity,1,0,0.03,1.00000
GO:0098847,sequence-specific single stranded DNA bi...,1,0,0.03,1.00000
GO:0099094,ligand-gated cation channel activity,5,0,0.13,1.00000
GO:0099516,ion antiporter activity,6,0,0.16,1.00000
GO:0099604,ligand-gated calcium channel activity,1,0,0.03,1.00000
GO:0102867,molybdenum cofactor sulfurtransferase ac...,1,0,0.03,1.00000
GO:0140030,modification-dependent protein binding,7,0,0.19,1.00000
GO:0140033,acetylation-dependent protein binding,1,0,0.03,1.00000
GO:0140034,methylation-dependent protein binding,4,0,0.11,1.00000
GO:0140035,ubiquitination-like modification-depende...,3,0,0.08,1.00000
GO:0140036,ubiquitin-dependent protein binding,3,0,0.08,1.00000
GO:0140098,catalytic activity, acting on RNA,13,0,0.35,1.00000
GO:0140101,catalytic activity, acting on a tRNA,4,0,0.11,1.00000
GO:0140102,catalytic activity, acting on a rRNA,3,0,0.08,1.00000
GO:0140103,catalytic activity, acting on a glycopro...,2,0,0.05,1.00000
GO:0140104,molecular carrier activity,1,0,0.03,1.00000
GO:1901505,carbohydrate derivative transmembrane tr...,5,0,0.13,1.00000
GO:1901618,organic hydroxy compound transmembrane t...,3,0,0.08,1.00000
GO:1901681,sulfur compound binding,6,0,0.16,1.00000
GO:1990247,N6-methyladenosine-containing RNA bindin...,1,0,0.03,1.00000
GO:1990380,Lys48-specific deubiquitinase activity,3,0,0.08,1.00000
GO:1990404,protein ADP-ribosylase activity,4,0,0.11,1.00000
GO:1990698,palmitoleoyltransferase activity,4,0,0.11,1.00000
GO:1990782,protein tyrosine kinase binding,10,0,0.27,1.00000
