GO.ID,Term,Annotated,Significant,Expected,classic
GO:0048608,reproductive structure development,18,2,0.33,0.71840
GO:0050931,pigment cell differentiation,18,2,0.33,0.71840
GO:0061458,reproductive system development,18,2,0.33,0.71840
GO:0009792,embryo development ending in birth or eg...,44,5,0.8,0.72362
GO:0022603,regulation of anatomical structure morph...,27,3,0.49,0.72380
GO:0032956,regulation of actin cytoskeleton organiz...,27,3,0.49,0.72380
GO:0030031,cell projection assembly,69,8,1.26,0.72706
GO:0120031,plasma membrane bounded cell projection ...,69,8,1.26,0.72706
GO:0002220,innate immune response activating cell s...,9,1,0.16,0.72775
GO:0002223,stimulatory C-type lectin receptor signa...,9,1,0.16,0.72775
GO:0002431,Fc receptor mediated stimulatory signali...,9,1,0.16,0.72775
GO:0002433,immune response-regulating cell surface ...,9,1,0.16,0.72775
GO:0002758,innate immune response-activating signal...,9,1,0.16,0.72775
GO:0003007,heart morphogenesis,9,1,0.16,0.72775
GO:0006911,phagocytosis, engulfment,9,1,0.16,0.72775
GO:0007099,centriole replication,9,1,0.16,0.72775
GO:0010324,membrane invagination,9,1,0.16,0.72775
GO:0010594,regulation of endothelial cell migration,9,1,0.16,0.72775
GO:0010595,positive regulation of endothelial cell ...,9,1,0.16,0.72775
GO:0010720,positive regulation of cell development,9,1,0.16,0.72775
GO:0016054,organic acid catabolic process,9,1,0.16,0.72775
GO:0022604,regulation of cell morphogenesis,9,1,0.16,0.72775
GO:0030258,lipid modification,9,1,0.16,0.72775
GO:0032943,mononuclear cell proliferation,9,1,0.16,0.72775
GO:0034446,substrate adhesion-dependent cell spread...,9,1,0.16,0.72775
GO:0035215,genital disc development,9,1,0.16,0.72775
GO:0038094,Fc-gamma receptor signaling pathway,9,1,0.16,0.72775
GO:0038096,Fc-gamma receptor signaling pathway invo...,9,1,0.16,0.72775
GO:0043542,endothelial cell migration,9,1,0.16,0.72775
GO:0046395,carboxylic acid catabolic process,9,1,0.16,0.72775
GO:0046651,lymphocyte proliferation,9,1,0.16,0.72775
GO:0050905,neuromuscular process,9,1,0.16,0.72775
GO:0051291,protein heterooligomerization,9,1,0.16,0.72775
GO:0070661,leukocyte proliferation,9,1,0.16,0.72775
GO:0071345,cellular response to cytokine stimulus,9,1,0.16,0.72775
GO:0098534,centriole assembly,9,1,0.16,0.72775
GO:0099024,plasma membrane invagination,9,1,0.16,0.72775
GO:0032879,regulation of localization,135,16,2.46,0.74477
GO:0030030,cell projection organization,111,13,2.02,0.74580
GO:0120036,plasma membrane bounded cell projection ...,111,13,2.02,0.74580
GO:0006302,double-strand break repair,19,2,0.35,0.74634
GO:0016042,lipid catabolic process,19,2,0.35,0.74634
GO:0033059,cellular pigmentation,19,2,0.35,0.74634
GO:0043473,pigmentation,19,2,0.35,0.74634
GO:0044242,cellular lipid catabolic process,19,2,0.35,0.74634
GO:0051241,negative regulation of multicellular org...,19,2,0.35,0.74634
GO:0090630,activation of GTPase activity,19,2,0.35,0.74634
GO:0002253,activation of immune response,28,3,0.51,0.74688
GO:0007420,brain development,28,3,0.51,0.74688
GO:0032970,regulation of actin filament-based proce...,28,3,0.51,0.74688
GO:0051260,protein homooligomerization,28,3,0.51,0.74688
GO:0098662,inorganic cation transmembrane transport,28,3,0.51,0.74688
GO:0016192,vesicle-mediated transport,95,11,1.73,0.74817
GO:0000226,microtubule cytoskeleton organization,87,10,1.59,0.75011
GO:0019752,carboxylic acid metabolic process,54,6,0.98,0.75173
GO:0043065,positive regulation of apoptotic process,37,4,0.67,0.75243
GO:0043068,positive regulation of programmed cell d...,37,4,0.67,0.75243
GO:0044283,small molecule biosynthetic process,37,4,0.67,0.75243
GO:0048232,male gamete generation,37,4,0.67,0.75243
GO:2000026,regulation of multicellular organismal d...,37,4,0.67,0.75243
GO:0051656,establishment of organelle localization,46,5,0.84,0.75969
GO:0000910,cytokinesis,10,1,0.18,0.76440
GO:0006261,DNA-dependent DNA replication,10,1,0.18,0.76440
GO:0006278,RNA-dependent DNA biosynthetic process,10,1,0.18,0.76440
GO:0007004,telomere maintenance via telomerase,10,1,0.18,0.76440
GO:0007127,meiosis I,10,1,0.18,0.76440
GO:0010524,positive regulation of calcium ion trans...,10,1,0.18,0.76440
GO:0033143,regulation of intracellular steroid horm...,10,1,0.18,0.76440
GO:0034764,positive regulation of transmembrane tra...,10,1,0.18,0.76440
GO:0034767,positive regulation of ion transmembrane...,10,1,0.18,0.76440
GO:0038093,Fc receptor signaling pathway,10,1,0.18,0.76440
GO:0043299,leukocyte degranulation,10,1,0.18,0.76440
GO:0045055,regulated exocytosis,10,1,0.18,0.76440
GO:0045732,positive regulation of protein catabolic...,10,1,0.18,0.76440
GO:0050796,regulation of insulin secretion,10,1,0.18,0.76440
GO:0051281,positive regulation of release of seques...,10,1,0.18,0.76440
GO:0061982,meiosis I cell cycle process,10,1,0.18,0.76440
GO:0071897,DNA biosynthetic process,10,1,0.18,0.76440
GO:0090276,regulation of peptide hormone secretion,10,1,0.18,0.76440
GO:1904064,positive regulation of cation transmembr...,10,1,0.18,0.76440
GO:1904427,positive regulation of calcium ion trans...,10,1,0.18,0.76440
GO:0006082,organic acid metabolic process,55,6,1,0.76752
GO:0043436,oxoacid metabolic process,55,6,1,0.76752
GO:0042633,hair cycle,29,3,0.53,0.76839
GO:0010033,response to organic substance,105,12,1.91,0.77006
GO:0010942,positive regulation of cell death,38,4,0.69,0.77115
GO:0003382,epithelial cell morphogenesis,20,2,0.36,0.77187
GO:0006417,regulation of translation,20,2,0.36,0.77187
GO:0034248,regulation of cellular amide metabolic p...,20,2,0.36,0.77187
GO:1902115,regulation of organelle assembly,20,2,0.36,0.77187
GO:0044255,cellular lipid metabolic process,47,5,0.86,0.77634
GO:0051640,organelle localization,47,5,0.86,0.77634
GO:0009605,response to external stimulus,131,15,2.39,0.78612
GO:0032787,monocarboxylic acid metabolic process,30,3,0.55,0.78838
GO:0098655,cation transmembrane transport,30,3,0.55,0.78838
GO:0032870,cellular response to hormone stimulus,39,4,0.71,0.78874
GO:0042592,homeostatic process,107,12,1.95,0.79183
GO:0070482,response to oxygen levels,21,2,0.38,0.79512
GO:0009888,tissue development,132,15,2.41,0.79566
GO:0002791,regulation of peptide secretion,11,1,0.2,0.79612
GO:0006536,glutamate metabolic process,11,1,0.2,0.79612
GO:0007093,mitotic cell cycle checkpoint,11,1,0.2,0.79612
GO:0007596,blood coagulation,11,1,0.2,0.79612
GO:0007599,hemostasis,11,1,0.2,0.79612
GO:0008286,insulin receptor signaling pathway,11,1,0.2,0.79612
GO:0008584,male gonad development,11,1,0.2,0.79612
GO:0008652,cellular amino acid biosynthetic process,11,1,0.2,0.79612
GO:0009064,glutamine family amino acid metabolic pr...,11,1,0.2,0.79612
GO:0009084,glutamine family amino acid biosynthetic...,11,1,0.2,0.79612
GO:0009395,phospholipid catabolic process,11,1,0.2,0.79612
GO:0031507,heterochromatin assembly,11,1,0.2,0.79612
GO:0032271,regulation of protein polymerization,11,1,0.2,0.79612
GO:0043408,regulation of MAPK cascade,11,1,0.2,0.79612
GO:0046546,development of primary male sexual chara...,11,1,0.2,0.79612
GO:0046883,regulation of hormone secretion,11,1,0.2,0.79612
GO:0050708,regulation of protein secretion,11,1,0.2,0.79612
GO:0050817,coagulation,11,1,0.2,0.79612
GO:0070828,heterochromatin organization,11,1,0.2,0.79612
GO:0071900,regulation of protein serine/threonine k...,11,1,0.2,0.79612
GO:0090066,regulation of anatomical structure size,11,1,0.2,0.79612
GO:0090407,organophosphate biosynthetic process,11,1,0.2,0.79612
GO:0097191,extrinsic apoptotic signaling pathway,11,1,0.2,0.79612
GO:1901136,carbohydrate derivative catabolic proces...,11,1,0.2,0.79612
GO:1901607,alpha-amino acid biosynthetic process,11,1,0.2,0.79612
GO:1902905,positive regulation of supramolecular fi...,11,1,0.2,0.79612
GO:1901700,response to oxygen-containing compound,57,6,1.04,0.79684
GO:0065003,protein-containing complex assembly,83,9,1.51,0.80257
GO:0009725,response to hormone,40,4,0.73,0.80523
GO:0051253,negative regulation of RNA metabolic pro...,40,4,0.73,0.80523
GO:0006281,DNA repair,31,3,0.57,0.80692
GO:0044089,positive regulation of cellular componen...,31,3,0.57,0.80692
GO:1901701,cellular response to oxygen-containing c...,49,5,0.89,0.80696
GO:0000122,negative regulation of transcription by ...,22,2,0.4,0.81625
GO:0006412,translation,22,2,0.4,0.81625
GO:0006518,peptide metabolic process,22,2,0.4,0.81625
GO:0043043,peptide biosynthetic process,22,2,0.4,0.81625
GO:0000070,mitotic sister chromatid segregation,12,1,0.22,0.82357
GO:0006869,lipid transport,12,1,0.22,0.82357
GO:0010833,telomere maintenance via telomere length...,12,1,0.22,0.82357
GO:0030518,intracellular steroid hormone receptor s...,12,1,0.22,0.82357
GO:0031334,positive regulation of protein-containin...,12,1,0.22,0.82357
GO:0043401,steroid hormone mediated signaling pathw...,12,1,0.22,0.82357
GO:0044282,small molecule catabolic process,12,1,0.22,0.82357
GO:0045930,negative regulation of mitotic cell cycl...,12,1,0.22,0.82357
GO:0046434,organophosphate catabolic process,12,1,0.22,0.82357
GO:0046486,glycerolipid metabolic process,12,1,0.22,0.82357
GO:0048872,homeostasis of number of cells,12,1,0.22,0.82357
GO:0051495,positive regulation of cytoskeleton orga...,12,1,0.22,0.82357
GO:0070849,response to epidermal growth factor,12,1,0.22,0.82357
GO:0071364,cellular response to epidermal growth fa...,12,1,0.22,0.82357
GO:0071383,cellular response to steroid hormone sti...,12,1,0.22,0.82357
GO:1901989,positive regulation of cell cycle phase ...,12,1,0.22,0.82357
GO:1901992,positive regulation of mitotic cell cycl...,12,1,0.22,0.82357
GO:0034762,regulation of transmembrane transport,32,3,0.58,0.82406
GO:0034765,regulation of ion transmembrane transpor...,32,3,0.58,0.82406
GO:0007155,cell adhesion,77,8,1.4,0.83046
GO:0022610,biological adhesion,77,8,1.4,0.83046
GO:0006468,protein phosphorylation,51,5,0.93,0.83415
GO:0022411,cellular component disassembly,23,2,0.42,0.83540
GO:0072657,protein localization to membrane,23,2,0.42,0.83540
GO:0003008,system process,95,10,1.73,0.83914
GO:0071310,cellular response to organic substance,95,10,1.73,0.83914
GO:0007346,regulation of mitotic cell cycle,33,3,0.6,0.83989
GO:0051259,protein complex oligomerization,33,3,0.6,0.83989
GO:0098660,inorganic ion transmembrane transport,33,3,0.6,0.83989
GO:0006396,RNA processing,52,5,0.95,0.84652
GO:0048585,negative regulation of response to stimu...,52,5,0.95,0.84652
GO:0032989,cellular component morphogenesis,61,6,1.11,0.84680
GO:0002263,cell activation involved in immune respo...,13,1,0.24,0.84733
GO:0002366,leukocyte activation involved in immune ...,13,1,0.24,0.84733
GO:0002443,leukocyte mediated immunity,13,1,0.24,0.84733
GO:0002573,myeloid leukocyte differentiation,13,1,0.24,0.84733
GO:0002696,positive regulation of leukocyte activat...,13,1,0.24,0.84733
GO:0007350,blastoderm segmentation,13,1,0.24,0.84733
GO:0030316,osteoclast differentiation,13,1,0.24,0.84733
GO:0030522,intracellular receptor signaling pathway,13,1,0.24,0.84733
GO:0034401,chromatin organization involved in regul...,13,1,0.24,0.84733
GO:0046661,male sex differentiation,13,1,0.24,0.84733
GO:0048545,response to steroid hormone,13,1,0.24,0.84733
GO:0050867,positive regulation of cell activation,13,1,0.24,0.84733
GO:0051054,positive regulation of DNA metabolic pro...,13,1,0.24,0.84733
GO:0051251,positive regulation of lymphocyte activa...,13,1,0.24,0.84733
GO:0051258,protein polymerization,13,1,0.24,0.84733
GO:0097549,chromatin organization involved in negat...,13,1,0.24,0.84733
GO:0016458,gene silencing,43,4,0.78,0.84849
GO:0032101,regulation of response to external stimu...,43,4,0.78,0.84849
GO:0009896,positive regulation of catabolic process,24,2,0.44,0.85273
GO:0019637,organophosphate metabolic process,24,2,0.44,0.85273
GO:0051093,negative regulation of developmental pro...,24,2,0.44,0.85273
GO:1901987,regulation of cell cycle phase transitio...,24,2,0.44,0.85273
GO:1901990,regulation of mitotic cell cycle phase t...,24,2,0.44,0.85273
GO:0006875,cellular metal ion homeostasis,53,5,0.97,0.85812
GO:0010558,negative regulation of macromolecule bio...,44,4,0.8,0.86098
GO:2000113,negative regulation of cellular macromol...,44,4,0.8,0.86098
GO:0007169,transmembrane receptor protein tyrosine ...,35,3,0.64,0.86787
GO:0000082,G1/S transition of mitotic cell cycle,14,1,0.26,0.86789
GO:0009755,hormone-mediated signaling pathway,14,1,0.26,0.86789
GO:0010876,lipid localization,14,1,0.26,0.86789
GO:0044843,cell cycle G1/S phase transition,14,1,0.26,0.86789
GO:0045931,positive regulation of mitotic cell cycl...,14,1,0.26,0.86789
GO:0097190,apoptotic signaling pathway,14,1,0.26,0.86789
GO:1902806,regulation of cell cycle G1/S phase tran...,14,1,0.26,0.86789
GO:2000045,regulation of G1/S transition of mitotic...,14,1,0.26,0.86789
GO:0007626,locomotory behavior,25,2,0.46,0.86838
GO:0043604,amide biosynthetic process,25,2,0.46,0.86838
GO:0060070,canonical Wnt signaling pathway,25,2,0.46,0.86838
GO:0099518,vesicle cytoskeletal trafficking,25,2,0.46,0.86838
GO:0006259,DNA metabolic process,54,5,0.98,0.86898
GO:0006873,cellular ion homeostasis,54,5,0.98,0.86898
GO:0030003,cellular cation homeostasis,54,5,0.98,0.86898
GO:0048699,generation of neurons,90,9,1.64,0.87105
GO:0009890,negative regulation of biosynthetic proc...,45,4,0.82,0.87257
GO:0031327,negative regulation of cellular biosynth...,45,4,0.82,0.87257
GO:0051345,positive regulation of hydrolase activit...,45,4,0.82,0.87257
GO:0000278,mitotic cell cycle,73,7,1.33,0.87700
GO:0043269,regulation of ion transport,73,7,1.33,0.87700
GO:0048878,chemical homeostasis,73,7,1.33,0.87700
GO:0019725,cellular homeostasis,64,6,1.17,0.87730
GO:0048584,positive regulation of response to stimu...,91,9,1.66,0.87905
GO:0007417,central nervous system development,36,3,0.66,0.88018
GO:0045087,innate immune response,36,3,0.66,0.88018
GO:0006892,post-Golgi vesicle-mediated transport,26,2,0.47,0.88249
GO:0009952,anterior/posterior pattern specification,26,2,0.47,0.88249
GO:0031032,actomyosin structure organization,46,4,0.84,0.88332
GO:0045934,negative regulation of nucleobase-contai...,46,4,0.84,0.88332
GO:0060249,anatomical structure homeostasis,46,4,0.84,0.88332
GO:0000819,sister chromatid segregation,15,1,0.27,0.88568
GO:0002218,activation of innate immune response,15,1,0.27,0.88568
GO:0007224,smoothened signaling pathway,15,1,0.27,0.88568
GO:0009798,axis specification,15,1,0.27,0.88568
GO:0032984,protein-containing complex disassembly,15,1,0.27,0.88568
GO:0043244,regulation of protein-containing complex...,15,1,0.27,0.88568
GO:0048592,eye morphogenesis,15,1,0.27,0.88568
GO:0051052,regulation of DNA metabolic process,15,1,0.27,0.88568
GO:0090596,sensory organ morphogenesis,15,1,0.27,0.88568
GO:0140013,meiotic nuclear division,15,1,0.27,0.88568
GO:1903046,meiotic cell cycle process,15,1,0.27,0.88568
GO:0060341,regulation of cellular localization,65,6,1.18,0.88627
GO:0007017,microtubule-based process,101,10,1.84,0.88806
GO:0016310,phosphorylation,56,5,1.02,0.88859
GO:0055065,metal ion homeostasis,56,5,1.02,0.88859
GO:1903047,mitotic cell cycle process,66,6,1.2,0.89467
GO:0010256,endomembrane system organization,27,2,0.49,0.89518
GO:0051146,striated muscle cell differentiation,27,2,0.49,0.89518
GO:0055001,muscle cell development,27,2,0.49,0.89518
GO:0055002,striated muscle cell development,27,2,0.49,0.89518
GO:0050801,ion homeostasis,57,5,1.04,0.89742
GO:0055080,cation homeostasis,57,5,1.04,0.89742
GO:0098771,inorganic ion homeostasis,57,5,1.04,0.89742
GO:0065008,regulation of biological quality,155,16,2.83,0.90107
GO:0001885,endothelial cell development,16,1,0.29,0.90108
GO:0001886,endothelial cell morphogenesis,16,1,0.29,0.90108
GO:0002694,regulation of leukocyte activation,16,1,0.29,0.90108
GO:0003158,endothelium development,16,1,0.29,0.90108
GO:0006644,phospholipid metabolic process,16,1,0.29,0.90108
GO:0007548,sex differentiation,16,1,0.29,0.90108
GO:0007623,circadian rhythm,16,1,0.29,0.90108
GO:0008406,gonad development,16,1,0.29,0.90108
GO:0010948,negative regulation of cell cycle proces...,16,1,0.29,0.90108
GO:0019722,calcium-mediated signaling,16,1,0.29,0.90108
GO:0045137,development of primary sexual characteri...,16,1,0.29,0.90108
GO:0045446,endothelial cell differentiation,16,1,0.29,0.90108
GO:0050865,regulation of cell activation,16,1,0.29,0.90108
GO:0050878,regulation of body fluid levels,16,1,0.29,0.90108
GO:0051249,regulation of lymphocyte activation,16,1,0.29,0.90108
GO:0051494,negative regulation of cytoskeleton orga...,16,1,0.29,0.90108
GO:0097178,ruffle assembly,16,1,0.29,0.90108
GO:1901605,alpha-amino acid metabolic process,16,1,0.29,0.90108
GO:0006974,cellular response to DNA damage stimulus,48,4,0.87,0.90247
GO:0006629,lipid metabolic process,58,5,1.06,0.90563
GO:0042692,muscle cell differentiation,28,2,0.51,0.90659
GO:0090068,positive regulation of cell cycle proces...,28,2,0.51,0.90659
GO:1903827,regulation of cellular protein localizat...,28,2,0.51,0.90659
GO:0009790,embryo development,68,6,1.24,0.90989
GO:0045595,regulation of cell differentiation,49,4,0.89,0.91096
GO:0006355,regulation of transcription, DNA-templat...,157,16,2.86,0.91109
GO:1903506,regulation of nucleic acid-templated tra...,157,16,2.86,0.91109
GO:2001141,regulation of RNA biosynthetic process,157,16,2.86,0.91109
GO:0048513,animal organ development,183,19,3.34,0.91280
GO:0080134,regulation of response to stress,59,5,1.08,0.91326
GO:0006520,cellular amino acid metabolic process,17,1,0.31,0.91440
GO:0009880,embryonic pattern specification,17,1,0.31,0.91440
GO:0010922,positive regulation of phosphatase activ...,17,1,0.31,0.91440
GO:0019932,second-messenger-mediated signaling,17,1,0.31,0.91440
GO:0031529,ruffle organization,17,1,0.31,0.91440
GO:0032516,positive regulation of phosphoprotein ph...,17,1,0.31,0.91440
GO:0033044,regulation of chromosome organization,17,1,0.31,0.91440
GO:0035507,regulation of myosin-light-chain-phospha...,17,1,0.31,0.91440
GO:0035508,positive regulation of myosin-light-chai...,17,1,0.31,0.91440
GO:0035690,cellular response to drug,17,1,0.31,0.91440
GO:0042176,regulation of protein catabolic process,17,1,0.31,0.91440
GO:0043648,dicarboxylic acid metabolic process,17,1,0.31,0.91440
GO:0051090,regulation of DNA-binding transcription ...,17,1,0.31,0.91440
GO:0080135,regulation of cellular response to stres...,17,1,0.31,0.91440
GO:0098813,nuclear chromosome segregation,17,1,0.31,0.91440
GO:0009887,animal organ morphogenesis,78,7,1.42,0.91461
GO:1902533,positive regulation of intracellular sig...,29,2,0.53,0.91683
GO:0050776,regulation of immune response,40,3,0.73,0.91977
GO:0050778,positive regulation of immune response,40,3,0.73,0.91977
GO:1901565,organonitrogen compound catabolic proces...,40,3,0.73,0.91977
GO:0048666,neuron development,70,6,1.28,0.92316
GO:0051128,regulation of cellular component organiz...,107,10,1.95,0.92403
GO:0000075,cell cycle checkpoint,18,1,0.33,0.92593
GO:0006909,phagocytosis,18,1,0.33,0.92593
GO:0035306,positive regulation of dephosphorylation,18,1,0.33,0.92593
GO:0035307,positive regulation of protein dephospho...,18,1,0.33,0.92593
GO:0048511,rhythmic process,18,1,0.33,0.92593
GO:1902903,regulation of supramolecular fiber organ...,18,1,0.33,0.92593
GO:0051130,positive regulation of cellular componen...,51,4,0.93,0.92599
GO:0097435,supramolecular fiber organization,51,4,0.93,0.92599
GO:0045787,positive regulation of cell cycle,30,2,0.55,0.92600
GO:0007167,enzyme linked receptor protein signaling...,41,3,0.75,0.92759
GO:0043207,response to external biotic stimulus,41,3,0.75,0.92759
GO:0051707,response to other organism,41,3,0.75,0.92759
GO:0098542,defense response to other organism,41,3,0.75,0.92759
GO:0030029,actin filament-based process,108,10,1.97,0.92895
GO:0034220,ion transmembrane transport,52,4,0.95,0.93262
GO:0055082,cellular chemical homeostasis,62,5,1.13,0.93299
GO:0030163,protein catabolic process,31,2,0.57,0.93422
GO:0009057,macromolecule catabolic process,42,3,0.77,0.93471
GO:0009607,response to biotic stimulus,42,3,0.77,0.93471
GO:0044770,cell cycle phase transition,42,3,0.77,0.93471
GO:0044772,mitotic cell cycle phase transition,42,3,0.77,0.93471
GO:0071417,cellular response to organonitrogen comp...,42,3,0.77,0.93471
GO:1901699,cellular response to nitrogen compound,42,3,0.77,0.93471
GO:0007059,chromosome segregation,19,1,0.35,0.93591
GO:0031400,negative regulation of protein modificat...,19,1,0.35,0.93591
GO:0034599,cellular response to oxidative stress,19,1,0.35,0.93591
GO:0043066,negative regulation of apoptotic process,19,1,0.35,0.93591
GO:0043069,negative regulation of programmed cell d...,19,1,0.35,0.93591
GO:0043666,regulation of phosphoprotein phosphatase...,19,1,0.35,0.93591
GO:0045859,regulation of protein kinase activity,19,1,0.35,0.93591
GO:0051298,centrosome duplication,19,1,0.35,0.93591
GO:0060548,negative regulation of cell death,19,1,0.35,0.93591
GO:0048646,anatomical structure formation involved ...,82,7,1.49,0.93712
GO:0043085,positive regulation of catalytic activit...,63,5,1.15,0.93861
GO:0055085,transmembrane transport,63,5,1.15,0.93861
GO:0010564,regulation of cell cycle process,43,3,0.78,0.94118
GO:0070887,cellular response to chemical stimulus,129,12,2.35,0.94153
GO:0000280,nuclear division,32,2,0.58,0.94156
GO:0042493,response to drug,32,2,0.58,0.94156
GO:0043603,cellular amide metabolic process,32,2,0.58,0.94156
GO:0051252,regulation of RNA metabolic process,165,16,3.01,0.94315
GO:0042981,regulation of apoptotic process,64,5,1.17,0.94381
GO:0010921,regulation of phosphatase activity,20,1,0.36,0.94454
GO:0031331,positive regulation of cellular cataboli...,20,1,0.36,0.94454
GO:0035304,regulation of protein dephosphorylation,20,1,0.36,0.94454
GO:0098656,anion transmembrane transport,20,1,0.36,0.94454
GO:0140014,mitotic nuclear division,20,1,0.36,0.94454
GO:1902532,negative regulation of intracellular sig...,20,1,0.36,0.94454
GO:0030182,neuron differentiation,74,6,1.35,0.94466
GO:0002684,positive regulation of immune system pro...,44,3,0.8,0.94704
GO:0006952,defense response,44,3,0.8,0.94704
GO:0007015,actin filament organization,44,3,0.8,0.94704
GO:0043086,negative regulation of catalytic activit...,33,2,0.6,0.94812
GO:0043067,regulation of programmed cell death,65,5,1.18,0.94860
GO:0051649,establishment of localization in cell,131,12,2.39,0.94865
GO:0022008,neurogenesis,104,9,1.9,0.95064
GO:0001701,in utero embryonic development,21,1,0.38,0.95201
GO:0010639,negative regulation of organelle organiz...,21,1,0.38,0.95201
GO:0035303,regulation of dephosphorylation,21,1,0.38,0.95201
GO:0043549,regulation of kinase activity,21,1,0.38,0.95201
GO:0051098,regulation of binding,21,1,0.38,0.95201
GO:0051338,regulation of transferase activity,21,1,0.38,0.95201
GO:0009653,anatomical structure morphogenesis,168,16,3.06,0.95231
GO:0010941,regulation of cell death,66,5,1.2,0.95302
GO:1901575,organic substance catabolic process,66,5,1.2,0.95302
GO:0048285,organelle fission,34,2,0.62,0.95397
GO:0046907,intracellular transport,105,9,1.91,0.95414
GO:0006874,cellular calcium ion homeostasis,46,3,0.84,0.95718
GO:0010638,positive regulation of organelle organiz...,46,3,0.84,0.95718
GO:0044092,negative regulation of molecular functio...,46,3,0.84,0.95718
GO:0055074,calcium ion homeostasis,46,3,0.84,0.95718
GO:0072503,cellular divalent inorganic cation homeo...,46,3,0.84,0.95718
GO:0051336,regulation of hydrolase activity,57,4,1.04,0.95834
GO:0006979,response to oxidative stress,22,1,0.4,0.95848
GO:0007409,axonogenesis,22,1,0.4,0.95848
GO:0030099,myeloid cell differentiation,22,1,0.4,0.95848
GO:0045596,negative regulation of cell differentiat...,22,1,0.4,0.95848
GO:0046822,regulation of nucleocytoplasmic transpor...,22,1,0.4,0.95848
GO:0060284,regulation of cell development,22,1,0.4,0.95848
GO:0061564,axon development,22,1,0.4,0.95848
GO:0062197,cellular response to chemical stress,22,1,0.4,0.95848
GO:0048522,positive regulation of cellular process,258,26,4.7,0.95924
GO:0007010,cytoskeleton organization,162,15,2.95,0.96006
GO:0006511,ubiquitin-dependent protein catabolic pr...,23,1,0.42,0.96407
GO:0019941,modification-dependent protein catabolic...,23,1,0.42,0.96407
GO:0035282,segmentation,23,1,0.42,0.96407
GO:0043632,modification-dependent macromolecule cat...,23,1,0.42,0.96407
GO:0044257,cellular protein catabolic process,23,1,0.42,0.96407
GO:0051603,proteolysis involved in cellular protein...,23,1,0.42,0.96407
GO:0045893,positive regulation of transcription, DN...,89,7,1.62,0.96417
GO:0051254,positive regulation of RNA metabolic pro...,89,7,1.62,0.96417
GO:1902680,positive regulation of RNA biosynthetic ...,89,7,1.62,0.96417
GO:1903508,positive regulation of nucleic acid-temp...,89,7,1.62,0.96417
GO:0048468,cell development,173,16,3.15,0.96474
GO:0022402,cell cycle process,99,8,1.8,0.96495
GO:0010556,regulation of macromolecule biosynthetic...,191,18,3.48,0.96501
GO:2000112,regulation of cellular macromolecule bio...,191,18,3.48,0.96501
GO:0010243,response to organonitrogen compound,48,3,0.87,0.96547
GO:0072507,divalent inorganic cation homeostasis,48,3,0.87,0.96547
GO:1901698,response to nitrogen compound,48,3,0.87,0.96547
GO:0050790,regulation of catalytic activity,80,6,1.46,0.96689
GO:0009889,regulation of biosynthetic process,192,18,3.5,0.96702
GO:0031326,regulation of cellular biosynthetic proc...,192,18,3.5,0.96702
GO:0006357,regulation of transcription by RNA polym...,90,7,1.64,0.96702
GO:0030036,actin cytoskeleton organization,90,7,1.64,0.96702
GO:0051172,negative regulation of nitrogen compound...,70,5,1.28,0.96745
GO:0009968,negative regulation of signal transducti...,37,2,0.67,0.96798
GO:0010648,negative regulation of cell communicatio...,37,2,0.67,0.96798
GO:0016055,Wnt signaling pathway,37,2,0.67,0.96798
GO:0023057,negative regulation of signaling,37,2,0.67,0.96798
GO:0051648,vesicle localization,37,2,0.67,0.96798
GO:0051650,establishment of vesicle localization,37,2,0.67,0.96798
GO:0198738,cell-cell signaling by wnt,37,2,0.67,0.96798
GO:0019219,regulation of nucleobase-containing comp...,175,16,3.19,0.96885
GO:0046716,muscle cell cellular homeostasis,24,1,0.44,0.96891
GO:0051641,cellular localization,157,14,2.86,0.96919
GO:1901566,organonitrogen compound biosynthetic pro...,71,5,1.29,0.97035
GO:0002252,immune effector process,38,2,0.69,0.97166
GO:1905114,cell surface receptor signaling pathway ...,38,2,0.69,0.97166
GO:0045935,positive regulation of nucleobase-contai...,102,8,1.86,0.97242
GO:0071495,cellular response to endogenous stimulus,72,5,1.31,0.97301
GO:0000165,MAPK cascade,25,1,0.46,0.97310
GO:0006470,protein dephosphorylation,25,1,0.46,0.97310
GO:0051321,meiotic cell cycle,25,1,0.46,0.97310
GO:1901137,carbohydrate derivative biosynthetic pro...,25,1,0.46,0.97310
GO:0006366,transcription by RNA polymerase II,93,7,1.7,0.97438
GO:0034613,cellular protein localization,83,6,1.51,0.97461
GO:0006886,intracellular protein transport,39,2,0.71,0.97492
GO:0071695,anatomical structure maturation,39,2,0.71,0.97492
GO:0009719,response to endogenous stimulus,73,5,1.33,0.97545
GO:0045944,positive regulation of transcription by ...,73,5,1.33,0.97545
GO:0006996,organelle organization,294,29,5.36,0.97556
GO:0002833,positive regulation of response to bioti...,26,1,0.47,0.97673
GO:0006913,nucleocytoplasmic transport,26,1,0.47,0.97673
GO:0031349,positive regulation of defense response,26,1,0.47,0.97673
GO:0045088,regulation of innate immune response,26,1,0.47,0.97673
GO:0045089,positive regulation of innate immune res...,26,1,0.47,0.97673
GO:0051169,nuclear transport,26,1,0.47,0.97673
GO:0065009,regulation of molecular function,114,9,2.08,0.97694
GO:0007049,cell cycle,171,15,3.12,0.97758
GO:0007098,centrosome cycle,40,2,0.73,0.97783
