BPGOterm	statistic	p.value	parameter	method	p.adj	shortFreq	shortPerc	longFreq	longPerc
embryonic.camera.type.eye.morphogenesis	15.8562004658951	6.83422410399589e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000733749751081734	21	0.0088769402455108	65	0.0237971458069429
embryonic.cleavage	6.029576127668	0.0140681111049748	1	Pearson's Chi-squared test with Yates' continuity correction	0.0479081262048644	40	0.0169084576104968	24	0.0087866384517943
embryonic.cranial.skeleton.morphogenesis	37.8882559222657	7.49148530218313e-10	1	Pearson's Chi-squared test with Yates' continuity correction	3.76027812910031e-08	37	0.0156403232897095	129	0.0472281816783944
embryonic.crystal.cell.differentiation	9.05316433278004	0.00262240560088031	1	Pearson's Chi-squared test with Yates' continuity correction	0.0131942995526645	130	0.0549524872341145	100	0.0366109935491429
embryonic.eye.morphogenesis	13.780595260266	0.000205447325799854	1	Pearson's Chi-squared test with Yates' continuity correction	0.00175488042137575	103	0.0435392783470292	66	0.0241632557424343
embryonic.forelimb.morphogenesis	6.809266160465	0.00906860260063273	1	Pearson's Chi-squared test with Yates' continuity correction	0.0344486073622851	45	0.0190220148118089	85	0.0311193445167715
embryonic.hindlimb.morphogenesis	8.70075930098221	0.00318077527258477	1	Pearson's Chi-squared test with Yates' continuity correction	0.0154288645547307	74	0.031280646579419	132	0.0483265114848687
embryonic.organ.morphogenesis	11.1927264064126	0.000821185955962939	1	Pearson's Chi-squared test with Yates' continuity correction	0.00516461559559044	0	0	15	0.00549164903237144
embryonic.placenta.development	11.3741276112616	0.000744741952381041	1	Pearson's Chi-squared test with Yates' continuity correction	0.00480756691776038	31	0.013104054648135	74	0.0270921352263658
embryonic.retina.morphogenesis.in.camera.type.eye	23.1714508438899	1.48180967126414e-06	1	Pearson's Chi-squared test with Yates' continuity correction	3.04720664242216e-05	10	0.00422711440262419	54	0.0197699365165372
endochondral.bone.morphogenesis	21.5569433732708	3.43476894490418e-06	1	Pearson's Chi-squared test with Yates' continuity correction	6.19172421317492e-05	0	0	27	0.00988496825826859
endodermal.cell.fate.commitment	10.9895872557701	0.000916252136616662	1	Pearson's Chi-squared test with Yates' continuity correction	0.00567214229809012	5	0.0021135572013121	27	0.00988496825826859
endosome.transport.via.multivesicular.body.sorting.pathway	12.2914534881725	0.000455037220327159	1	Pearson's Chi-squared test with Yates' continuity correction	0.00336007340247336	24	0.0101450745662981	6	0.00219665961294858
endothelial.cell.activation	18.5890738841313	1.62147233153967e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000224146318588423	14	0.00591796016367387	56	0.02050215638752
endothelial.cell.migration	12.7309963693693	0.000359644890776977	1	Pearson's Chi-squared test with Yates' continuity correction	0.00279228075562397	101	0.0426938554665043	66	0.0241632557424343
endothelial.cell.morphogenesis	9.7606306253216	0.00178288742539756	1	Pearson's Chi-squared test with Yates' continuity correction	0.00979633647445428	77	0.0325487809002063	50	0.0183054967745715
entrainment.of.circadian.clock.by.photoperiod	12.3784797777653	0.000434310620401103	1	Pearson's Chi-squared test with Yates' continuity correction	0.00324436987467025	6	0.00253626864157452	31	0.0113494080002343
entry.of.virus.into.host.cell	15.8016976586285	7.03393675578058e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000750481568205113	161	0.0680565418822495	114	0.0417365326460229
enucleate.erythrocyte.development	36.2682306429094	1.71944022423921e-09	1	Pearson's Chi-squared test with Yates' continuity correction	7.87872074178181e-08	0	0	44	0.0161088371616229
enzyme.linked.receptor.protein.signaling.pathway	7.75253640669191	0.00536371577487284	1	Pearson's Chi-squared test with Yates' continuity correction	0.0229771196633117	0	0	11	0.00402720929040572
ephrin.receptor.signaling.pathway	45.6351777133799	1.42460011098057e-11	1	Pearson's Chi-squared test with Yates' continuity correction	1.19853242123808e-09	303	0.128081566399513	188	0.0688286678723887
epidermal.growth.factor.receptor.signaling.pathway	26.7848018484555	2.27418896943568e-07	1	Pearson's Chi-squared test with Yates' continuity correction	5.95466213833873e-06	353	0.149217138412634	268	0.0981174627117031
epithelial.cell.proliferation	9.58699880915828	0.00195959992112018	1	Pearson's Chi-squared test with Yates' continuity correction	0.0106419754446442	30	0.0126813432078726	12	0.00439331922589715
epithelial.cell.type.specification..open.tracheal.system	9.05316433278004	0.00262240560088031	1	Pearson's Chi-squared test with Yates' continuity correction	0.0131942995526645	130	0.0549524872341145	100	0.0366109935491429
epithelial.mesenchymal.cell.signaling	6.04058442769929	0.0139806553201041	1	Pearson's Chi-squared test with Yates' continuity correction	0.0476735701679562	0	0	9	0.00329498941942286
ER.associated.protein.catabolic.process	7.8677272252597	0.00503248664623265	1	Pearson's Chi-squared test with Yates' continuity correction	0.0220552702548812	169	0.0714382334043488	141	0.0516215009042915
ER.overload.response	9.01474050482187	0.00267810908448034	1	Pearson's Chi-squared test with Yates' continuity correction	0.0134219295132354	24	0.0101450745662981	58	0.0212343762585029
ERK1.and.ERK2.cascade	17.0806752896763	3.5824990232536e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000438792004471061	81	0.034239626661256	43	0.0157427272261315
error.prone.postreplication.DNA.repair	16.5698438329774	4.68907358627081e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000555758098030989	30	0.0126813432078726	82	0.0300210147102972
erythrocyte.development	36.2682306429094	1.71944022423921e-09	1	Pearson's Chi-squared test with Yates' continuity correction	7.87872074178181e-08	0	0	44	0.0161088371616229
erythrocyte.homeostasis	17.9172058731261	2.30725772895587e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000302062414923508	24	0.0101450745662981	3	0.00109832980647429
erythrocyte.maturation	9.63794425749641	0.00190598436506895	1	Pearson's Chi-squared test with Yates' continuity correction	0.0104169454329434	10	0.00422711440262419	35	0.0128138477422
establishment.of.body.hair.orientation	15.5067473133246	8.22112769582714e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000835461927425443	0	0	20	0.00732219870982859
establishment.of.chromatin.silencing	23.293347297168	1.3908023934e-06	1	Pearson's Chi-squared test with Yates' continuity correction	2.8996346418819e-05	22	0.00929965168577322	0	0
establishment.of.epithelial.cell.apical.basal.polarity	67.4449675372844	2.16650795264419e-16	1	Pearson's Chi-squared test with Yates' continuity correction	4.27635338960384e-14	0	0	80	0.0292887948393144
establishment.of.imaginal.disc.derived.wing.hair.orientation	22.4218025304729	2.18875253805418e-06	1	Pearson's Chi-squared test with Yates' continuity correction	4.17571673802753e-05	0	0	28	0.01025107819376
establishment.of.neuroblast.polarity	9.50351124524212	0.00205079081446717	1	Pearson's Chi-squared test with Yates' continuity correction	0.0109856505697395	8	0.00338169152209935	31	0.0113494080002343
establishment.of.ommatidial.polarity	14.228820813006	0.000161872261176338	1	Pearson's Chi-squared test with Yates' continuity correction	0.00146512953149377	320	0.135267660883974	270	0.0988496825826859
establishment.of.polarity.of.embryonic.epithelium	21.5569433732708	3.43476894490418e-06	1	Pearson's Chi-squared test with Yates' continuity correction	6.19172421317492e-05	0	0	27	0.00988496825826859
establishment.of.protein.localization	9.8045087410576	0.00174084533444186	1	Pearson's Chi-squared test with Yates' continuity correction	0.00960647124339314	153	0.0646748503601502	120	0.0439331922589715
establishment.or.maintenance.of.apical.basal.cell.polarity	19.3090951727735	1.11175511264232e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000170824168804802	24	0.0101450745662981	76	0.0278243550973486
establishment.or.maintenance.of.cell.polarity	8.76889364851684	0.00306411252713877	1	Pearson's Chi-squared test with Yates' continuity correction	0.0149906244545127	43	0.018176591931284	87	0.0318515643877544
establishment.or.maintenance.of.epithelial.cell.apical.basal.polarity	7.98142752927849	0.00472596612228776	1	Pearson's Chi-squared test with Yates' continuity correction	0.0208903170883555	47	0.0198674376923337	91	0.0333160041297201
establishment.or.maintenance.of.polarity.of.embryonic.epithelium	46.6585181337754	8.44988809967223e-12	1	Pearson's Chi-squared test with Yates' continuity correction	7.40261545929582e-10	0	0	56	0.02050215638752
establishment.or.maintenance.of.polarity.of.follicular.epithelium	46.6585181337754	8.44988809967223e-12	1	Pearson's Chi-squared test with Yates' continuity correction	7.40261545929582e-10	0	0	56	0.02050215638752
establishment.or.maintenance.of.polarity.of.larval.imaginal.disc.epithelium	10.3313683859619	0.00130788205500664	1	Pearson's Chi-squared test with Yates' continuity correction	0.00751629418397994	0	0	14	0.00512553909688001
establishment.or.maintenance.of.transmembrane.electrochemical.gradient	6.04058442769929	0.0139806553201041	1	Pearson's Chi-squared test with Yates' continuity correction	0.0476735701679562	0	0	9	0.00329498941942286
evasion.of.host.defenses.by.virus	17.2345116575962	3.30379872221523e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000406350672609046	0	0	22	0.00805441858081145
exocyst.localization	9.77637553755799	0.00176768425388112	1	Pearson's Chi-squared test with Yates' continuity correction	0.00973364333789473	3	0.00126813432078726	21	0.00768830864532002
extracellular.matrix.disassembly	6.65731179400318	0.00987497729331576	1	Pearson's Chi-squared test with Yates' continuity correction	0.0369106944423135	17	0.00718609448446113	42	0.01537661729064
extracellular.structure.organization	6.89554338925828	0.00864108931855073	1	Pearson's Chi-squared test with Yates' continuity correction	0.0332678697545404	0	0	10	0.00366109935491429
eye.antennal.disc.development	9.05316433278004	0.00262240560088031	1	Pearson's Chi-squared test with Yates' continuity correction	0.0131942995526645	130	0.0549524872341145	100	0.0366109935491429
eye.pigment.biosynthetic.process	6.89554338925828	0.00864108931855073	1	Pearson's Chi-squared test with Yates' continuity correction	0.0332678697545404	0	0	10	0.00366109935491429
facial.nerve.morphogenesis	12.9171420137382	0.000325586602156748	1	Pearson's Chi-squared test with Yates' continuity correction	0.00256668270701756	0	0	17	0.0062238689033543
female.gamete.generation	6.45726334808004	0.0110499698177357	1	Pearson's Chi-squared test with Yates' continuity correction	0.0403906304163958	58	0.0245172635352203	39	0.0142782874841657
female.gonad.development	13.5821980833313	0.000228340695957753	1	Pearson's Chi-squared test with Yates' continuity correction	0.00191477851577646	42	0.0177538804910216	17	0.0062238689033543
female.meiosis	41.4823715255827	1.18938634138392e-10	1	Pearson's Chi-squared test with Yates' continuity correction	7.61068524767704e-09	67	0.0283216664975821	14	0.00512553909688001
female.meiosis.chromosome.segregation	29.8794652407534	4.59756426186406e-08	1	Pearson's Chi-squared test with Yates' continuity correction	1.40444641618371e-06	18	0.00760880592472355	80	0.0292887948393144
ferrous.iron.transport	7.20797742559638	0.00725802401753424	1	Pearson's Chi-squared test with Yates' continuity correction	0.0294219425418529	8	0.00338169152209935	0	0
fibrinolysis	6.04058442769929	0.0139806553201041	1	Pearson's Chi-squared test with Yates' continuity correction	0.0476735701679562	0	0	9	0.00329498941942286
fibroblast.growth.factor.receptor.signaling.pathway	12.3470803637534	0.000441676679921085	1	Pearson's Chi-squared test with Yates' continuity correction	0.00329459988569042	125	0.0528389300328024	215	0.0787136361306573
fibroblast.migration	7.38660479404747	0.006571141238574	1	Pearson's Chi-squared test with Yates' continuity correction	0.0272309367152574	6	0.00253626864157452	24	0.0087866384517943
flight.behavior	6.89013079297046	0.00866729263831866	1	Pearson's Chi-squared test with Yates' continuity correction	0.0333437374961405	8	0.00338169152209935	27	0.00988496825826859
focal.adhesion.formation	16.76768643586	4.22466309316992e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000505383939257529	332	0.140340198167123	274	0.100314122324652
folic.acid.metabolic.process	8.99944987010865	0.00270060888489298	1	Pearson's Chi-squared test with Yates' continuity correction	0.0134800531092058	3	0.00126813432078726	20	0.00732219870982859
follicular.dendritic.cell.differentiation	8.34865342124802	0.00385973275425398	1	Pearson's Chi-squared test with Yates' continuity correction	0.0175342719246143	9	0.00380440296236177	0	0
forebrain.anterior.posterior.pattern.formation	39.4907385390607	3.29618996294056e-10	1	Pearson's Chi-squared test with Yates' continuity correction	1.90067942582146e-08	72	0.0304352236988942	18	0.00658997883884573
formation.of.a.compartment.boundary	9.05316433278004	0.00262240560088031	1	Pearson's Chi-squared test with Yates' continuity correction	0.0131942995526645	130	0.0549524872341145	100	0.0366109935491429
formation.of.radial.glial.scaffolds	9.04831984669854	0.00262936340413035	1	Pearson's Chi-squared test with Yates' continuity correction	0.0132163496474015	100	0.0422711440262419	72	0.0263599153553829
formation.of.translation.preinitiation.complex	7.52573602879088	0.00608236988813356	1	Pearson's Chi-squared test with Yates' continuity correction	0.0255648831006564	8	0.00338169152209935	28	0.01025107819376
forward.locomotion	19.9909423416477	7.78098690221518e-06	1	Pearson's Chi-squared test with Yates' continuity correction	0.000122490873564934	15	0.00634067160393629	60	0.0219665961294858
free.ubiquitin.chain.polymerization	8.4372359563812	0.00367614585936183	1	Pearson's Chi-squared test with Yates' continuity correction	0.0168446254912901	15	0.00634067160393629	3	0.00109832980647429
fusome.organization	13.7800118928365	0.0002055111327449	1	Pearson's Chi-squared test with Yates' continuity correction	0.00175488042137575	0	0	18	0.00658997883884573
G1.DNA.damage.checkpoint	23.7704364582823	1.08536793668566e-06	1	Pearson's Chi-squared test with Yates' continuity correction	2.33425195821867e-05	201	0.0849649994927463	135	0.049424841291343
G1.S.transition.of.mitotic.cell.cycle	8.81392196598632	0.00298940777351061	1	Pearson's Chi-squared test with Yates' continuity correction	0.0147374070063943	150	0.0634067160393629	237	0.0867680547114688
G2.M.transition.DNA.damage.checkpoint	6.64676947581858	0.0099335772312917	1	Pearson's Chi-squared test with Yates' continuity correction	0.0370757224370829	162	0.0684792533225119	138	0.0505231710978173
galactosylceramide.metabolic.process	12.9879673916348	0.000313499106413021	1	Pearson's Chi-squared test with Yates' continuity correction	0.00251948592163824	8	0.00338169152209935	36	0.0131799576776915
gamma.aminobutyric.acid.secretion	12.0546861442137	0.000516623455276571	1	Pearson's Chi-squared test with Yates' continuity correction	0.0036874987099852	0	0	16	0.00585775896786287
gastrulation.involving.germ.band.extension	8.51558685768241	0.00352117352244114	1	Pearson's Chi-squared test with Yates' continuity correction	0.0162652227877299	30	0.0126813432078726	13	0.00475942916138858
gastrulation.with.mouth.forming.second	13.643386119932	0.000221018481729597	1	Pearson's Chi-squared test with Yates' continuity correction	0.00186557047407285	18	0.00760880592472355	56	0.02050215638752
gene.expression	6.07129475167598	0.0137396208538469	1	Pearson's Chi-squared test with Yates' continuity correction	0.0476735701679562	7	0.00295898008183693	0	0
gene.silencing	38.8655222730793	4.54029221883262e-10	1	Pearson's Chi-squared test with Yates' continuity correction	2.42716454865094e-08	0	0	47	0.0172071669680972
genitalia.development	7.44321820690172	0.0063675926742898	1	Pearson's Chi-squared test with Yates' continuity correction	0.0265894919482956	110	0.0464982584288661	85	0.0311193445167715
germ.band.extension	6.66565150284185	0.00982887170094961	1	Pearson's Chi-squared test with Yates' continuity correction	0.036791954463365	4	0.00169084576104968	19	0.00695608877433716
germ.cell.development	7.88661929525549	0.0049801868405234	1	Pearson's Chi-squared test with Yates' continuity correction	0.0218447169791163	120	0.0507253728314903	193	0.0706592175498459
germ.line.cyst.formation	13.7800118928365	0.0002055111327449	1	Pearson's Chi-squared test with Yates' continuity correction	0.00175488042137575	0	0	18	0.00658997883884573
germ.line.stem.cell.niche.maintenance	9.05316433278004	0.00262240560088031	1	Pearson's Chi-squared test with Yates' continuity correction	0.0131942995526645	130	0.0549524872341145	100	0.0366109935491429
germarium.derived.female.germ.line.cyst.encapsulation	9.05316433278004	0.00262240560088031	1	Pearson's Chi-squared test with Yates' continuity correction	0.0131942995526645	130	0.0549524872341145	100	0.0366109935491429
germarium.derived.female.germ.line.cyst.formation	13.7800118928365	0.0002055111327449	1	Pearson's Chi-squared test with Yates' continuity correction	0.00175488042137575	0	0	18	0.00658997883884573
gland.morphogenesis	7.36264799926761	0.00665926488013105	1	Pearson's Chi-squared test with Yates' continuity correction	0.0275385554914041	5	0.0021135572013121	22	0.00805441858081145
glial.cell.development	16.3705190008462	5.20891558082601e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000578618068415564	0	0	21	0.00768830864532002
glial.cell.fate.determination	9.3216496942776	0.00226462010382025	1	Pearson's Chi-squared test with Yates' continuity correction	0.0118437746731647	160	0.0676338304419871	128	0.046862071742903
gliogenesis	6.07129475167598	0.0137396208538469	1	Pearson's Chi-squared test with Yates' continuity correction	0.0476735701679562	7	0.00295898008183693	0	0
globoside.metabolic.process	10.18346702397	0.00141705482636446	1	Pearson's Chi-squared test with Yates' continuity correction	0.00798727659926122	8	0.00338169152209935	32	0.0117155179357257
glomerular.filtration	8.61105581569766	0.00334128557177342	1	Pearson's Chi-squared test with Yates' continuity correction	0.015588615958492	0	0	12	0.00439331922589715
glucosamine.metabolic.process	6.89554338925828	0.00864108931855073	1	Pearson's Chi-squared test with Yates' continuity correction	0.0332678697545404	0	0	10	0.00366109935491429
glucose.homeostasis	15.0242704593222	0.000106137368426655	1	Pearson's Chi-squared test with Yates' continuity correction	0.00105153856132354	259	0.109482263027967	208	0.0761508665822173
glucosylceramide.metabolic.process	12.9879673916348	0.000313499106413021	1	Pearson's Chi-squared test with Yates' continuity correction	0.00251948592163824	8	0.00338169152209935	36	0.0131799576776915
glutamate.biosynthetic.process	6.39958665370086	0.0114146937049373	1	Pearson's Chi-squared test with Yates' continuity correction	0.0416052614302119	19	0.00803151736498597	7	0.00256276954844001
glutamate.catabolic.process	9.49212610132592	0.00206355556298302	1	Pearson's Chi-squared test with Yates' continuity correction	0.0109856505697395	10	0.00422711440262419	0	0
glutamate.metabolic.process	9.196723180978	0.00242448746364102	1	Pearson's Chi-squared test with Yates' continuity correction	0.0125554688833559	16	0.00676338304419871	45	0.0164749470971143
glutathione.transport	8.61105581569766	0.00334128557177342	1	Pearson's Chi-squared test with Yates' continuity correction	0.015588615958492	0	0	12	0.00439331922589715
glycerol.catabolic.process	6.26809084576359	0.0122931529803322	1	Pearson's Chi-squared test with Yates' continuity correction	0.0443660063959669	8	0.00338169152209935	26	0.00951885832277716
glycerolipid.metabolic.process	22.0453043580692	2.662903169988e-06	1	Pearson's Chi-squared test with Yates' continuity correction	4.96946147941033e-05	39	0.0164857461702343	9	0.00329498941942286
glycolipid.translocation	7.20797742559638	0.00725802401753424	1	Pearson's Chi-squared test with Yates' continuity correction	0.0294219425418529	8	0.00338169152209935	0	0
glycoprotein.catabolic.process	14.2545463378578	0.000159674630000487	1	Pearson's Chi-squared test with Yates' continuity correction	0.00145177665508887	4	0.00169084576104968	29	0.0106171881292515
Golgi.calcium.ion.homeostasis	9.49212610132592	0.00206355556298302	1	Pearson's Chi-squared test with Yates' continuity correction	0.0109856505697395	10	0.00422711440262419	0	0
Golgi.calcium.ion.transport	9.49212610132592	0.00206355556298302	1	Pearson's Chi-squared test with Yates' continuity correction	0.0109856505697395	10	0.00422711440262419	0	0
Golgi.localization	6.15358509201202	0.0131145988952725	1	Pearson's Chi-squared test with Yates' continuity correction	0.0469672864832787	7	0.00295898008183693	24	0.0087866384517943
Golgi.vesicle.budding	17.4304114332677	2.9801953482883e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000382359063185389	70	0.0295898008183693	34	0.0124477378067086
Golgi.vesicle.transport	7.55254513348271	0.00599253766140233	1	Pearson's Chi-squared test with Yates' continuity correction	0.0252908744065105	33	0.0139494775286598	69	0.0252615855489086
gonad.morphogenesis	30.7961076618254	2.86612172420097e-08	1	Pearson's Chi-squared test with Yates' continuity correction	9.13598552086919e-07	63	0.0266308207365324	18	0.00658997883884573
granule.cell.precursor.proliferation	18.9630510936501	1.3327449030119e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000191051587772544	0	0	24	0.0087866384517943
grooming.behavior	8.63539307290685	0.00329694095912316	1	Pearson's Chi-squared test with Yates' continuity correction	0.015588615958492	48	0.0202901491325961	27	0.00988496825826859
growth.hormone.secretion	10.3313683859619	0.00130788205500664	1	Pearson's Chi-squared test with Yates' continuity correction	0.00751629418397994	0	0	14	0.00512553909688001
gut.mesoderm.development	7.77189245956311	0.00530654253337711	1	Pearson's Chi-squared test with Yates' continuity correction	0.0229771196633117	16	0.00676338304419871	4	0.00146443974196572
habituation	19.1995376207233	1.17741906647747e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000178772622756284	63	0.0266308207365324	27	0.00988496825826859
HAC1.type.intron.splice.site.recognition.and.cleavage	14.5548906675102	0.000136134829028865	1	Pearson's Chi-squared test with Yates' continuity correction	0.00127956766039585	28	0.0118359203273477	7	0.00256276954844001
hair.follicle.development	33.5153557033314	7.07035771798064e-09	1	Pearson's Chi-squared test with Yates' continuity correction	2.81279657431602e-07	39	0.0164857461702343	126	0.0461298518719201
head.development	28.0064072483976	1.2091443681083e-07	1	Pearson's Chi-squared test with Yates' continuity correction	3.46131970756258e-06	99	0.0418484325859795	45	0.0164749470971143
head.involution	9.39761717957389	0.00217267631437231	1	Pearson's Chi-squared test with Yates' continuity correction	0.0113893512209997	24	0.0101450745662981	8	0.00292887948393143
heart.growth	19.9909423416477	7.78098690221518e-06	1	Pearson's Chi-squared test with Yates' continuity correction	0.000122490873564934	15	0.00634067160393629	60	0.0219665961294858
heart.morphogenesis	11.3548630352671	0.000752506705514143	1	Pearson's Chi-squared test with Yates' continuity correction	0.0048455011451676	128	0.0541070643535897	216	0.0790797460661487
heart.trabecula.formation	16.1926651610963	5.72152238204901e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000630104138726943	3	0.00126813432078726	29	0.0106171881292515
hemocyte.proliferation	18.5147834626817	1.68591538437144e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000230109514696654	260	0.109904974468229	200	0.0732219870982859
heparan.sulfate.proteoglycan.biosynthetic.process	12.4983513152622	0.000407311307754511	1	Pearson's Chi-squared test with Yates' continuity correction	0.00310597567815179	5	0.0021135572013121	29	0.0106171881292515
heparin.biosynthetic.process	11.1927264064126	0.000821185955962939	1	Pearson's Chi-squared test with Yates' continuity correction	0.00516461559559044	0	0	15	0.00549164903237144
hepatocyte.differentiation	9.47075015637996	0.00208773981849298	1	Pearson's Chi-squared test with Yates' continuity correction	0.0110483104543379	0	0	13	0.00475942916138858
heterotypic.cell.cell.adhesion	9.71916466126825	0.00182356381117467	1	Pearson's Chi-squared test with Yates' continuity correction	0.010009122437378	63	0.0266308207365324	38	0.0139121775486743
hippocampus.development	14.0218249525037	0.000180701025432319	1	Pearson's Chi-squared test with Yates' continuity correction	0.00160999594187268	170	0.0718609448446113	126	0.0461298518719201
histone.deacetylation	14.2683276721551	0.000158509729091303	1	Pearson's Chi-squared test with Yates' continuity correction	0.00145003909036821	310	0.13104054648135	260	0.0951885832277716
histone.dephosphorylation	21.3929579892551	3.74142856670683e-06	1	Pearson's Chi-squared test with Yates' continuity correction	6.62103841528947e-05	16	0.00676338304419871	64	0.0234310358714515
histone.exchange	8.99223424550429	0.00271129306251468	1	Pearson's Chi-squared test with Yates' continuity correction	0.0134800531092058	25	0.0105677860065605	9	0.00329498941942286
histone.H2A.acetylation	12.6711078284314	0.000371349437815315	1	Pearson's Chi-squared test with Yates' continuity correction	0.00287310935626365	190	0.0803151736498597	148	0.0541842704527315
histone.H2A.K63.linked.deubiquitination	25.8821041470746	3.62918172731454e-07	1	Pearson's Chi-squared test with Yates' continuity correction	8.91146441367378e-06	0	0	32	0.0117155179357257
histone.H2B.ubiquitination	12.2052622030957	0.000476549039728424	1	Pearson's Chi-squared test with Yates' continuity correction	0.00350379609152761	24	0.0101450745662981	64	0.0234310358714515
histone.H3.acetylation	42.047619922318	8.90775440085777e-11	1	Pearson's Chi-squared test with Yates' continuity correction	6.17764805205433e-09	82	0.0346623381015184	216	0.0790797460661487
histone.H3.K23.acetylation	8.61105581569766	0.00334128557177342	1	Pearson's Chi-squared test with Yates' continuity correction	0.015588615958492	0	0	12	0.00439331922589715
histone.H3.K36.methylation	17.2345116575962	3.30379872221523e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000406350672609046	0	0	22	0.00805441858081145
histone.H3.K4.methylation	55.7365501103066	8.28632591967372e-14	1	Pearson's Chi-squared test with Yates' continuity correction	1.28864923090199e-11	70	0.0295898008183693	218	0.0798119659371316
histone.H3.K9.methylation	41.4630194793432	1.20121883293422e-10	1	Pearson's Chi-squared test with Yates' continuity correction	7.61068524767704e-09	0	0	50	0.0183054967745715
histone.H4.acetylation	8.9639164717566	0.00275363959242216	1	Pearson's Chi-squared test with Yates' continuity correction	0.0136537955442614	216	0.0913056710966826	184	0.067364228130423
histone.H4.K16.acetylation	9.39478847416655	0.00217603107950724	1	Pearson's Chi-squared test with Yates' continuity correction	0.0113952974490114	44	0.0185993033715464	90	0.0329498941942286
histone.H4.K20.methylation	6.89554338925828	0.00864108931855073	1	Pearson's Chi-squared test with Yates' continuity correction	0.0332678697545404	0	0	10	0.00366109935491429
histone.H4.K20.trimethylation	10.18346702397	0.00141705482636446	1	Pearson's Chi-squared test with Yates' continuity correction	0.00798727659926122	8	0.00338169152209935	32	0.0117155179357257
histone.H4.K5.acetylation	11.9020430221199	0.000560724098661425	1	Pearson's Chi-squared test with Yates' continuity correction	0.00393657465708678	52	0.0219809948936458	108	0.0395398730330744
histone.H4.K8.acetylation	11.9020430221199	0.000560724098661425	1	Pearson's Chi-squared test with Yates' continuity correction	0.00393657465708678	52	0.0219809948936458	108	0.0395398730330744
histone.lysine.methylation	6.09248755940991	0.0135757822559179	1	Pearson's Chi-squared test with Yates' continuity correction	0.0476735701679562	28	0.0118359203273477	58	0.0212343762585029
histone.methylation	37.8288358574075	7.72317103254562e-10	1	Pearson's Chi-squared test with Yates' continuity correction	3.81108785952155e-08	100	0.0422711440262419	238	0.0871341646469602
histone.modification	25.9322702646841	3.53608197655705e-07	1	Pearson's Chi-squared test with Yates' continuity correction	8.91146441367378e-06	12	0.00507253728314903	62	0.0226988160004686
histone.ubiquitination	22.666709058334	1.92677352360052e-06	1	Pearson's Chi-squared test with Yates' continuity correction	3.82639176072462e-05	100	0.0422711440262419	206	0.0754186467112345
homeostasis.of.number.of.cells	10.5862264281194	0.0011393329042781	1	Pearson's Chi-squared test with Yates' continuity correction	0.00683866253187745	21	0.0088769402455108	56	0.02050215638752
homeostasis.of.number.of.cells.within.a.tissue	22.6624091952201	1.93109015204146e-06	1	Pearson's Chi-squared test with Yates' continuity correction	3.82639176072462e-05	134	0.0566433329951642	79	0.0289226849038229
hormone.biosynthetic.process	11.2164744783415	0.000810743678466603	1	Pearson's Chi-squared test with Yates' continuity correction	0.00516461559559044	32	0.0135267660883974	12	0.00439331922589715
hormone.metabolic.process	40.3269655587138	2.14823345953492e-10	1	Pearson's Chi-squared test with Yates' continuity correction	1.32828121859436e-08	149	0.0629840045991005	70	0.0256276954844001
humoral.immune.response.mediated.by.circulating.immunoglobulin	8.34865342124802	0.00385973275425398	1	Pearson's Chi-squared test with Yates' continuity correction	0.0175342719246143	9	0.00380440296236177	0	0
hyaluronan.metabolic.process	10.2772044410058	0.00134683858370281	1	Pearson's Chi-squared test with Yates' continuity correction	0.00769707751844413	25	0.0105677860065605	8	0.00292887948393143
hydrogen.peroxide.catabolic.process	51.8608562231778	5.95763588421949e-13	1	Pearson's Chi-squared test with Yates' continuity correction	7.1103691529801e-11	150	0.0634067160393629	60	0.0219665961294858
hydroxylysine.biosynthetic.process	7.20797742559638	0.00725802401753424	1	Pearson's Chi-squared test with Yates' continuity correction	0.0294219425418529	8	0.00338169152209935	0	0
hyperosmotic.response	6.30065059868414	0.0120693668373284	1	Pearson's Chi-squared test with Yates' continuity correction	0.0437738449534766	44	0.0185993033715464	27	0.00988496825826859
hypoglossal.nerve.morphogenesis	7.75253640669191	0.00536371577487284	1	Pearson's Chi-squared test with Yates' continuity correction	0.0229771196633117	0	0	11	0.00402720929040572
hypomethylation.of.CpG.island	21.5569433732708	3.43476894490418e-06	1	Pearson's Chi-squared test with Yates' continuity correction	6.19172421317492e-05	0	0	27	0.00988496825826859
