BPGOterm	shortFreq	shortPerc	longFreq	longPerc
2	0.000845422880524838	GMP metabolic process	2	0.000732219870982859
0	0	GMP reductase activity	0	0
0	0	GMP synthase (glutamine-hydrolyzing) activity	0	0
0	0	GMP synthase activity	0	0
0	0	Golgi apparatus	0	0
10	0.00422711440262419	Golgi calcium ion homeostasis	0	0
10	0.00422711440262419	Golgi calcium ion transport	0	0
0	0	Golgi cis cisterna	0	0
0	0	Golgi cisterna	0	0
0	0	Golgi cisterna membrane	0	0
7	0.00295898008183693	Golgi localization	24	0.0087866384517943
0	0	Golgi lumen	0	0
0	0	Golgi medial cisterna	0	0
0	0	Golgi membrane	0	0
311	0.131463257921612	Golgi organization	424	0.155230612648366
0	0	Golgi stack	0	0
136	0.057488755875689	Golgi to endosome transport	126	0.0461298518719201
54	0.0228264177741706	Golgi to plasma membrane protein transport	76	0.0278243550973486
38	0.0160630347299719	Golgi to plasma membrane transport	45	0.0164749470971143
2	0.000845422880524838	Golgi to vacuole transport	12	0.00439331922589715
0	0	Golgi trans cisterna	0	0
0	0	Golgi transport complex	0	0
70	0.0295898008183693	Golgi vesicle budding	34	0.0124477378067086
10	0.00422711440262419	Golgi vesicle docking	4	0.00146443974196572
4	0.00169084576104968	Golgi vesicle prefusion complex stabilization	12	0.00439331922589715
33	0.0139494775286598	Golgi vesicle transport	69	0.0252615855489086
0	0	Golgi-associated vesicle	0	0
0	0	Golgi-associated vesicle membrane	0	0
46	0.0194447262520713	gonad development	61	0.0223327060649772
63	0.0266308207365324	gonad morphogenesis	18	0.00658997883884573
0	0	gonadal mesoderm development	2	0.000732219870982859
0	0	GPI anchor binding	0	0
11	0.00464982584288661	GPI anchor biosynthetic process	12	0.00439331922589715
2	0.000845422880524838	GPI anchor metabolic process	2	0.000732219870982859
16	0.00676338304419871	GPI anchor release	16	0.00585775896786287
0	0	GPI-anchor transamidase activity	0	0
0	0	GPI-anchor transamidase complex	0	0
0	0	GPI-linked ephrin receptor activity	0	0
0	0	granular component	0	0
0	0	granule cell precursor proliferation	24	0.0087866384517943
4	0.00169084576104968	granule cell precursor tangential migration	2	0.000732219870982859
27	0.0114132088870853	granulocyte differentiation	27	0.00988496825826859
0	0	granuloma formation	8	0.00292887948393143
0	0	granulosa cell differentiation	0	0
0	0	gravitaxis	0	0
0	0	gravitropism	0	0
0	0	Grb2-EGFR complex	0	0
48	0.0202901491325961	grooming behavior	27	0.00988496825826859
0	0	group II metabotropic glutamate receptor activity	0	0
0	0	group III metabotropic glutamate receptor activity	0	0
46	0.0194447262520713	growth	46	0.0168410570326058
0	0	growth cone	0	0
0	0	growth cone membrane	0	0
0	0	growth factor activity	0	0
0	0	growth factor binding	0	0
0	0	growth hormone secretagogue receptor activity	0	0
0	0	growth hormone secretion	14	0.00512553909688001
0	0	growth hormone-releasing hormone receptor activity	0	0
0	0	GTP binding	0	0
9	0.00380440296236177	GTP biosynthetic process	7	0.00256276954844001
0	0	GTP cyclohydrolase I activity	0	0
39	0.0164857461702343	GTP metabolic process	40	0.0146443974196572
0	0	GTP-dependent protein binding	0	0
0	0	GTP-dependent protein kinase activity	0	0
0	0	GTP-Rho binding	0	0
0	0	GTPase activating protein binding	0	0
0	0	GTPase activator activity	0	0
0	0	GTPase activity	0	0
0	0	GTPase binding	0	0
0	0	GTPase inhibitor activity	0	0
0	0	GTPase regulator activity	0	0
0	0	guanine catabolic process	0	0
0	0	guanine deaminase activity	0	0
0	0	guanine metabolic process	0	0
0	0	guanine salvage	0	0
0	0	guanine-transporting ATPase activity	0	0
0	0	guanine/thymine mispair binding	0	0
5	0.0021135572013121	guanosine tetraphosphate metabolic process	2	0.000732219870982859
0	0	guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity	0	0
0	0	guanosine-diphosphatase activity	0	0
0	0	guanyl ribonucleotide binding	0	0
0	0	guanyl-nucleotide exchange factor activity	0	0
0	0	guanyl-nucleotide exchange factor complex	0	0
0	0	guanylate cyclase activity	0	0
0	0	guanylate cyclase complex, soluble	0	0
0	0	guanylate kinase activity	0	0
50	0.021135572013121	gut development	78	0.0285565749683315
16	0.00676338304419871	gut mesoderm development	4	0.00146443974196572
0	0	gynoecium development	0	0
0	0	H zone	0	0
0	0	H2A histone acetyltransferase activity	0	0
0	0	H4 histone acetyltransferase activity	0	0
42	0.0177538804910216	habenula development	46	0.0168410570326058
63	0.0266308207365324	habituation	27	0.00988496825826859
28	0.0118359203273477	HAC1-type intron splice site recognition and cleavage	7	0.00256276954844001
53	0.0224037063339082	hair cell differentiation	81	0.0296549047748058
0	0	hair cycle	0	0
20	0.00845422880524838	hair cycle process	25	0.00915274838728573
39	0.0164857461702343	hair follicle development	126	0.0461298518719201
4	0.00169084576104968	hair follicle maturation	6	0.00219665961294858
115	0.0486118156301782	hair follicle morphogenesis	130	0.0475942916138858
0	0	half bridge of spindle pole body	0	0
15	0.00634067160393629	halogen metabolic process	5	0.00183054967745715
16	0.00676338304419871	haltere development	16	0.00585775896786287
0	0	hard palate development	0	0
0	0	HAUS complex	0	0
99	0.0418484325859795	head development	45	0.0164749470971143
24	0.0101450745662981	head involution	8	0.00292887948393143
38	0.0160630347299719	head morphogenesis	42	0.01537661729064
0	0	head segmentation	0	0
40	0.0169084576104968	heart contraction	73	0.0267260252908743
650	0.274762436170572	heart development	836	0.306067906070835
15	0.00634067160393629	heart growth	60	0.0219665961294858
159	0.0672111190017247	heart looping	229	0.0838391752275373
128	0.0541070643535897	heart morphogenesis	216	0.0790797460661487
26	0.0109904974468229	heart process	36	0.0131799576776915
91	0.0384667410638802	heart septum morphogenesis	122	0.0446654121299544
3	0.00126813432078726	heart trabecula formation	29	0.0106171881292515
0	0	heat acclimation	2	0.000732219870982859
0	0	heat generation	0	0
0	0	heat shock protein binding	0	0
0	0	hedgehog receptor activity	0	0
0	0	helicase activity	0	0
0	0	hemangioblast cell differentiation	0	0
0	0	hematopoietin/interferon-class (D200-domain) cytokine receptor binding	0	0
6	0.00253626864157452	heme a biosynthetic process	4	0.00146443974196572
0	0	heme binding	0	0
19	0.00803151736498597	heme biosynthetic process	24	0.0087866384517943
0	0	heme catabolic process	0	0
6	0.00253626864157452	heme O biosynthetic process	0	0
0	0	heme transport	0	0
0	0	heme transporter activity	0	0
0	0	hemidesmosome	0	0
1	0.000422711440262419	hemidesmosome assembly	4	0.00146443974196572
3	0.00126813432078726	hemocyte development	3	0.00109832980647429
20	0.00845422880524838	hemocyte migration	27	0.00988496825826859
260	0.109904974468229	hemocyte proliferation	200	0.0732219870982859
0	0	hemoglobin binding	0	0
0	0	hemoglobin biosynthetic process	0	0
0	0	hemoglobin complex	0	0
10	0.00422711440262419	hemoglobin import	9	0.00329498941942286
6	0.00253626864157452	hemoglobin metabolic process	21	0.00768830864532002
0	0	hemolymph coagulation	0	0
0	0	hemolysis by organism of erythrocytes in other organism during symbiotic interaction	0	0
143	0.0604477359575259	hemopoiesis	140	0.0512553909688001
102	0.0431165669067668	hemopoietic progenitor cell differentiation	126	0.0461298518719201
43	0.018176591931284	hemopoietic stem cell differentiation	56	0.02050215638752
30	0.0126813432078726	hemostasis	30	0.0109832980647429
0	0	heparan sulfate 2-O-sulfotransferase activity	0	0
0	0	heparan sulfate 6-O-sulfotransferase activity	0	0
0	0	heparan sulfate N-acetylglucosaminyltransferase activity	0	0
0	0	heparan sulfate proteoglycan binding	0	0
5	0.0021135572013121	heparan sulfate proteoglycan biosynthetic process	29	0.0106171881292515
2	0.000845422880524838	heparan sulfate proteoglycan biosynthetic process, enzymatic modification	2	0.000732219870982859
9	0.00380440296236177	heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process	23	0.00842052851630288
36	0.0152176118494471	heparan sulfate proteoglycan catabolic process	28	0.01025107819376
0	0	heparan sulfate proteoglycan metabolic process	5	0.00183054967745715
0	0	heparan-alpha-glucosaminide N-acetyltransferase activity	0	0
0	0	heparanase activity	0	0
0	0	heparin binding	0	0
0	0	heparin biosynthetic process	15	0.00549164903237144
2	0.000845422880524838	heparin metabolic process	0	0
0	0	heparosan-N-sulfate-glucuronate 5-epimerase activity	0	0
0	0	hepatocyte differentiation	13	0.00475942916138858
0	0	hepatocyte growth factor receptor activity	0	0
48	0.0202901491325961	hepatocyte growth factor receptor signaling pathway	59	0.0216004861939943
0	0	hepoxilin biosynthetic process	0	0
0	0	hermaphrodite genitalia development	2	0.000732219870982859
0	0	heterochromatin	0	0
4	0.00169084576104968	heterochromatin formation	2	0.000732219870982859
0	0	heterocycle metabolic process	0	0
171	0.0722836562848737	heterophilic cell adhesion	176	0.0644353486464916
0	0	heterotrimeric G-protein binding	0	0
0	0	heterotrimeric G-protein complex	0	0
63	0.0266308207365324	heterotypic cell-cell adhesion	38	0.0139121775486743
0	0	hexaprenyldihydroxybenzoate methyltransferase activity	0	0
0	0	hexokinase activity	0	0
0	0	hexosaminidase activity	0	0
1	0.000422711440262419	hexose biosynthetic process	2	0.000732219870982859
0	0	hibernation	0	0
0	0	high affinity iron permease complex	0	0
0	0	high mobility group box 1 binding	0	0
0	0	high voltage-gated calcium channel activity	0	0
0	0	high-affinity glutamate transmembrane transporter activity	0	0
0	0	high-affinity iron ion transport	0	0
0	0	high-density lipoprotein binding	0	0
0	0	high-density lipoprotein particle	0	0
42	0.0177538804910216	high-density lipoprotein particle assembly	42	0.01537661729064
15	0.00634067160393629	high-density lipoprotein particle clearance	20	0.00732219870982859
28	0.0118359203273477	high-density lipoprotein particle remodeling	31	0.0113494080002343
0	0	high-density lipoprotein receptor activity	0	0
86	0.0363531838625681	hindbrain development	122	0.0446654121299544
0	0	hindbrain morphogenesis	0	0
5	0.0021135572013121	hindgut morphogenesis	5	0.00183054967745715
6	0.00253626864157452	hindlimb morphogenesis	0	0
170	0.0718609448446113	hippocampus development	126	0.0461298518719201
0	0	histamine receptor activity	0	0
0	0	histamine uptake	0	0
0	0	histamine-induced gastric acid secretion	5	0.00183054967745715
0	0	histidine ammonia-lyase activity	0	0
6	0.00253626864157452	histidine biosynthetic process	4	0.00146443974196572
2	0.000845422880524838	histidine catabolic process	0	0
0	0	histidine catabolic process to glutamate and formamide	0	0
0	0	histidine catabolic process to glutamate and formate	0	0
0	0	histidine decarboxylase activity	0	0
0	0	histidine metabolic process	0	0
0	0	histidine phosphotransfer kinase activity	0	0
0	0	histidine transport	0	0
0	0	histidine-tRNA ligase activity	0	0
0	0	histidyl-tRNA aminoacylation	0	0
0	0	histoblast morphogenesis	0	0
0	0	histone acetyl-lysine binding	0	0
122	0.0515707957120152	histone acetylation	158	0.0578453698076458
0	0	histone acetyltransferase activity	0	0
0	0	histone acetyltransferase activity (H4-K16 specific)	0	0
0	0	histone acetyltransferase activity (H4-K5 specific)	0	0
0	0	histone acetyltransferase activity (H4-K8 specific)	0	0
0	0	histone acetyltransferase binding	0	0
0	0	histone acetyltransferase complex	0	0
20	0.00845422880524838	histone arginine methylation	10	0.00366109935491429
0	0	histone binding	0	0
0	0	histone deacetylase activity	0	0
0	0	histone deacetylase binding	0	0
0	0	histone deacetylase complex	0	0
310	0.13104054648135	histone deacetylation	260	0.0951885832277716
0	0	histone demethylase activity	0	0
0	0	histone demethylase activity (H3-dimethyl-K4 specific)	0	0
0	0	histone demethylase activity (H3-K36 specific)	0	0
0	0	histone demethylase activity (H3-K4 specific)	0	0
0	0	histone demethylase activity (H3-K9 specific)	0	0
0	0	histone demethylase activity (H3-monomethyl-K4 specific)	0	0
0	0	histone demethylase activity (H3-R2 specific)	0	0
0	0	histone demethylase activity (H3-trimethyl-K4 specific)	0	0
0	0	histone demethylase activity (H4-R3 specific)	0	0
12	0.00507253728314903	histone demethylation	6	0.00219665961294858
16	0.00676338304419871	histone dephosphorylation	64	0.0234310358714515
108	0.0456528355483413	histone deubiquitination	154	0.0563809300656801
25	0.0105677860065605	histone exchange	9	0.00329498941942286
190	0.0803151736498597	histone H2A acetylation	148	0.0541842704527315
0	0	histone H2A K63-linked deubiquitination	32	0.0117155179357257
14	0.00591796016367387	histone H2A K63-linked ubiquitination	26	0.00951885832277716
54	0.0228264177741706	histone H2A ubiquitination	54	0.0197699365165372
16	0.00676338304419871	histone H2A-S1 phosphorylation	16	0.00585775896786287
0	0	histone H2B acetylation	0	0
24	0.0101450745662981	histone H2B ubiquitination	64	0.0234310358714515
82	0.0346623381015184	histone H3 acetylation	216	0.0790797460661487
0	0	histone H3-K23 acetylation	12	0.00439331922589715
28	0.0118359203273477	histone H3-K36 demethylation	24	0.0087866384517943
0	0	histone H3-K36 methylation	22	0.00805441858081145
104	0.0439619897872916	histone H3-K4 demethylation	86	0.0314854544522629
70	0.0295898008183693	histone H3-K4 methylation	218	0.0798119659371316
42	0.0177538804910216	histone H3-K79 methylation	42	0.01537661729064
12	0.00507253728314903	histone H3-K9 acetylation	24	0.0087866384517943
76	0.0321260694599439	histone H3-K9 demethylation	98	0.0358787736781601
0	0	histone H3-K9 methylation	50	0.0183054967745715
20	0.00845422880524838	histone H3-R17 methylation	10	0.00366109935491429
0	0	histone H3-R2 methylation	0	0
0	0	histone H3-R26 methylation	0	0
16	0.00676338304419871	histone H3-S10 phosphorylation	16	0.00585775896786287
16	0.00676338304419871	histone H3-S28 phosphorylation	16	0.00585775896786287
216	0.0913056710966826	histone H4 acetylation	184	0.067364228130423
18	0.00760880592472355	histone H4-K12 acetylation	24	0.0087866384517943
44	0.0185993033715464	histone H4-K16 acetylation	90	0.0329498941942286
0	0	histone H4-K20 methylation	10	0.00366109935491429
8	0.00338169152209935	histone H4-K20 trimethylation	32	0.0117155179357257
52	0.0219809948936458	histone H4-K5 acetylation	108	0.0395398730330744
52	0.0219809948936458	histone H4-K8 acetylation	108	0.0395398730330744
22	0.00929965168577322	histone H4-R3 methylation	26	0.00951885832277716
0	0	histone kinase activity	0	0
28	0.0118359203273477	histone lysine methylation	58	0.0212343762585029
100	0.0422711440262419	histone methylation	238	0.0871341646469602
0	0	histone methyltransferase activity	0	0
0	0	histone methyltransferase activity (H2A-R3 specific)	0	0
0	0	histone methyltransferase activity (H3-K27 specific)	0	0
0	0	histone methyltransferase activity (H3-K36 specific)	0	0
0	0	histone methyltransferase activity (H3-K4 specific)	0	0
0	0	histone methyltransferase activity (H3-K79 specific)	0	0
0	0	histone methyltransferase activity (H3-K9 specific)	0	0
0	0	histone methyltransferase activity (H3-R2 specific)	0	0
0	0	histone methyltransferase activity (H4-K20 specific)	0	0
0	0	histone methyltransferase activity (H4-R3 specific)	0	0
0	0	histone methyltransferase complex	0	0
12	0.00507253728314903	histone modification	62	0.0226988160004686
102	0.0431165669067668	histone monoubiquitination	112	0.0410043127750401
0	0	histone mRNA 3'-end processing	2	0.000732219870982859
0	0	histone mRNA metabolic process	0	0
8	0.00338169152209935	histone peptidyl-prolyl isomerization	8	0.00292887948393143
24	0.0101450745662981	histone phosphorylation	30	0.0109832980647429
0	0	histone serine kinase activity	0	0
100	0.0422711440262419	histone ubiquitination	206	0.0754186467112345
0	0	histone-arginine N-methyltransferase activity	0	0
0	0	histone-lysine N-methyltransferase activity	0	0
0	0	HLH domain binding	0	0
0	0	Holliday junction resolvase complex	0	0
0	0	holo TFIIH complex	0	0
0	0	holocytochrome-c synthase activity	0	0
21	0.0088769402455108	homeostasis of number of cells	56	0.02050215638752
134	0.0566433329951642	homeostasis of number of cells within a tissue	79	0.0289226849038229
0	0	homeostasis of number of retina cells	0	0
24	0.0101450745662981	homeostatic process	31	0.0113494080002343
20	0.00845422880524838	homocysteine catabolic process	11	0.00402720929040572
0	0	homocysteine desulfhydrase activity	0	0
22	0.00929965168577322	homocysteine metabolic process	17	0.0062238689033543
0	0	homocysteine S-methyltransferase activity	0	0
0	0	homogentisate 1,2-dioxygenase activity	0	0
0	0	homoiothermy	5	0.00183054967745715
7	0.00295898008183693	homologous chromosome movement towards spindle pole during meiosis I	21	0.00768830864532002
10	0.00422711440262419	homologous chromosome segregation	12	0.00439331922589715
182	0.0769334821277603	homophilic cell adhesion	260	0.0951885832277716
0	0	homoserine O-acetyltransferase activity	0	0
15	0.00634067160393629	homotypic cell-cell adhesion	30	0.0109832980647429
0	0	HOPS complex	0	0
0	0	hormone activity	0	0
0	0	hormone binding	0	0
32	0.0135267660883974	hormone biosynthetic process	12	0.00439331922589715
0	0	hormone catabolic process	0	0
149	0.0629840045991005	hormone metabolic process	70	0.0256276954844001
0	0	hormone receptor binding	0	0
20	0.00845422880524838	hormone secretion	10	0.00366109935491429
6	0.00253626864157452	hormone transport	18	0.00658997883884573
108	0.0456528355483413	hormone-mediated signaling	100	0.0366109935491429
0	0	hormone-sensitive lipase activity	0	0
0	0	horsetail nuclear movement	0	0
0	0	host cell	0	0
0	0	host cell cytoplasm	0	0
0	0	host cell nucleus	0	0
0	0	host cell plasma membrane	0	0
0	0	host cell PML body	0	0
0	0	Hrd1p ubiquitin ligase complex	0	0
0	0	Hrd1p ubiquitin ligase ERAD-L complex	0	0
0	0	Hsp70 protein binding	0	0
0	0	Hsp90 protein binding	0	0
0	0	HULC complex	0	0
91	0.0384667410638802	humoral immune response	102	0.0373432134201258
9	0.00380440296236177	humoral immune response mediated by circulating immunoglobulin	0	0
0	0	hyaluronan biosynthetic process	0	0
20	0.00845422880524838	hyaluronan catabolic process	30	0.0109832980647429
25	0.0105677860065605	hyaluronan metabolic process	8	0.00292887948393143
0	0	hyaluronan synthase activity	0	0
0	0	hyaluronic acid binding	0	0
0	0	hyalurononglucosaminidase activity	0	0
0	0	hydro-lyase activity	0	0
0	0	hydrogen ion channel activity	0	0
0	0	hydrogen ion transmembrane transporter activity	0	0
0	0	hydrogen ion transporting ATP synthase activity, rotational mechanism	0	0
32	0.0135267660883974	hydrogen peroxide biosynthetic process	20	0.00732219870982859
150	0.0634067160393629	hydrogen peroxide catabolic process	60	0.0219665961294858
8	0.00338169152209935	hydrogen peroxide metabolic process	11	0.00402720929040572
0	0	hydrogen transport	1	0.000366109935491429
0	0	hydrogen-exporting ATPase activity, phosphorylative mechanism	0	0
0	0	hydrogen:amino acid symporter activity	0	0
0	0	hydrogen:potassium-exchanging ATPase complex	0	0
0	0	hydrolase activity	0	0
0	0	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	0	0
0	0	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	0	0
0	0	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	0	0
0	0	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	0	0
0	0	hydrolase activity, acting on ester bonds	0	0
0	0	hydrolase activity, acting on glycosyl bonds	0	0
0	0	hydrolase activity, hydrolyzing N-glycosyl compounds	0	0
0	0	hydrolase activity, hydrolyzing O-glycosyl compounds	0	0
0	0	hydroperoxide dehydratase activity	0	0
0	0	hydroxyacid-oxoacid transhydrogenase activity	0	0
0	0	hydroxyacylglutathione hydrolase activity	0	0
0	0	hydroxyisourate hydrolase activity	0	0
8	0.00338169152209935	hydroxylysine biosynthetic process	0	0
0	0	hydroxylysine kinase activity	0	0
0	0	hydroxymethyl-, formyl- and related transferase activity	0	0
0	0	hydroxymethylbilane synthase activity	0	0
0	0	hydroxymethylglutaryl-CoA lyase activity	0	0
0	0	hydroxymethylglutaryl-CoA reductase (NADPH) activity	0	0
0	0	hydroxymethylglutaryl-CoA reductase activity	0	0
0	0	hydroxymethylglutaryl-CoA synthase activity	0	0
0	0	hydroxyproline transport	0	0
0	0	hydroxypyruvate isomerase activity	0	0
0	0	hydroxypyruvate reductase activity	0	0
12	0.00507253728314903	hypermethylation of CpG island	12	0.00439331922589715
44	0.0185993033715464	hyperosmotic response	27	0.00988496825826859
0	0	hyphal growth	0	0
0	0	hyphal tip	0	0
0	0	hyphal tip polarisome	0	0
0	0	hypochord development	0	0
0	0	hypoglossal nerve morphogenesis	11	0.00402720929040572
0	0	hypomethylation of CpG island	27	0.00988496825826859
0	0	hypothalamus cell migration	0	0
15	0.00634067160393629	hypothalamus development	24	0.0087866384517943
0	0	hypotonic response	6	0.00219665961294858
0	0	hypotonic salinity response	0	0
4	0.00169084576104968	hypoxanthine biosynthetic process	0	0
0	0	hypoxanthine dehydrogenase activity	0	0
0	0	hypoxanthine metabolic process	0	0
0	0	hypoxanthine phosphoribosyltransferase activity	0	0
0	0	hypoxanthine salvage	0	0
0	0	I band	0	0
92	0.0388894525041426	I-kappaB kinase/NF-kappaB cascade	81	0.0296549047748058
40	0.0169084576104968	I-kappaB phosphorylation	80	0.0292887948393144
0	0	I-kappaB/NF-kappaB complex	0	0
0	0	I-SMAD binding	0	0
6	0.00253626864157452	icosanoid biosynthetic process	5	0.00183054967745715
0	0	icosanoid metabolic process	5	0.00183054967745715
0	0	identical protein binding	0	0
2	0.000845422880524838	IDP catabolic process	7	0.00256276954844001
0	0	iduronate-2-sulfatase activity	0	0
0	0	IgA binding	0	0
0	0	IgE binding	0	0
0	0	IgG binding	0	0
0	0	IkappaB kinase activity	0	0
0	0	IkappaB kinase complex	0	0
25	0.0105677860065605	imaginal disc development	34	0.0124477378067086
14	0.00591796016367387	imaginal disc fusion, thorax closure	9	0.00329498941942286
130	0.0549524872341145	imaginal disc growth	100	0.0366109935491429
30	0.0126813432078726	imaginal disc morphogenesis	48	0.0175732769035886
148	0.0625612931588381	imaginal disc pattern formation	118	0.0432009723879887
0	0	imaginal disc-derived female genitalia development	0	0
0	0	imaginal disc-derived genitalia development	0	0
130	0.0549524872341145	imaginal disc-derived leg joint morphogenesis	100	0.0366109935491429
18	0.00760880592472355	imaginal disc-derived leg morphogenesis	33	0.0120816278712172
16	0.00676338304419871	imaginal disc-derived male genitalia development	0	0
134	0.0566433329951642	imaginal disc-derived male genitalia morphogenesis	112	0.0410043127750401
42	0.0177538804910216	imaginal disc-derived wing hair organization	74	0.0270921352263658
0	0	imaginal disc-derived wing hair outgrowth	16	0.00585775896786287
140	0.0591796016367387	imaginal disc-derived wing margin morphogenesis	132	0.0483265114848687
183	0.0773561935680227	imaginal disc-derived wing morphogenesis	168	0.0615064691625601
86	0.0363531838625681	imaginal disc-derived wing vein morphogenesis	75	0.0274582451618572
162	0.0684792533225119	imaginal disc-derived wing vein specification	134	0.0490587313558515
0	0	imidazolonepropionase activity	0	0
4	0.00169084576104968	immediate early viral mRNA transcription	8	0.00292887948393143
0	0	immortalization of host cell by virus	3	0.00109832980647429
153	0.0646748503601502	immune response	181	0.0662658983239487
10	0.00422711440262419	immune response-regulating cell surface receptor signaling pathway	0	0
20	0.00845422880524838	immune system development	28	0.01025107819376
66	0.0278989550573197	immune system process	20	0.00732219870982859
4	0.00169084576104968	immunoglobulin biosynthetic process	6	0.00219665961294858
0	0	immunoglobulin mediated immune response	9	0.00329498941942286
72	0.0304352236988942	immunoglobulin production	2	0.000732219870982859
0	0	immunoglobulin production in mucosal tissue	0	0
0	0	immunoglobulin secretion	0	0
24	0.0101450745662981	immunoglobulin V(D)J recombination	8	0.00292887948393143
0	0	immunological synapse	0	0
3	0.00126813432078726	IMP biosynthetic process	4	0.00146443974196572
0	0	IMP cyclohydrolase activity	0	0
0	0	IMP dehydrogenase activity	0	0
2	0.000845422880524838	IMP metabolic process	1	0.000366109935491429
3	0.00126813432078726	IMP salvage	4	0.00146443974196572
467	0.19740624260255	in utero embryonic development	727	0.266161923102269
40	0.0169084576104968	inactivation of MAPK activity	30	0.0109832980647429
0	0	inactivation of MAPK activity involved in osmosensory signaling pathway	15	0.00549164903237144
0	0	incipient cellular bud site	0	0
0	0	inclusion body	0	0
0	0	indanol dehydrogenase activity	0	0
0	0	indoleamine 2,3-dioxygenase activity	0	0
0	0	induced systemic resistance	0	0
0	0	induction by symbiont of defense-related host nitric oxide production	0	0
0	0	induction of an organ	0	0
11	0.00464982584288661	induction of apoptosis by granzyme	21	0.00768830864532002
0	0	induction of apoptosis by ionic changes	0	0
17	0.00718609448446113	induction of apoptosis by oxidative stress	94	0.0344143339361944
36	0.0152176118494471	induction of apoptosis via death domain receptors	28	0.01025107819376
0	0	induction of bacterial agglutination	8	0.00292887948393143
16	0.00676338304419871	induction of negative chemotaxis	4	0.00146443974196572
0	0	induction of positive chemotaxis	0	0
6	0.00253626864157452	inductive cell-cell signaling	0	0
338	0.142876466808698	inflammatory response	329	0.12045016877668
77	0.0325487809002063	inflammatory response to antigenic stimulus	95	0.0347804438716858
0	0	inhibin A complex	0	0
106	0.0448074126678164	inhibition of adenylate cyclase activity by dopamine receptor signaling pathway	72	0.0263599153553829
40	0.0169084576104968	inhibition of adenylate cyclase activity by G-protein signaling	28	0.01025107819376
0	0	inhibition of adenylate cyclase activity by metabotropic glutamate receptor signaling pathway	16	0.00585775896786287
0	0	inhibition of adenylate cyclase activity by muscarinic acetylcholine receptor signaling pathway	0	0
0	0	inhibition of adenylate cyclase activity by opioid receptor signaling pathway	0	0
0	0	inhibition of adenylate cyclase activity by serotonin receptor signaling pathway	0	0
0	0	inhibition of neuroepithelial cell differentiation	0	0
0	0	inhibitory synapse	0	0
0	0	initial segment	0	0
473	0.199942511244124	innate immune response	510	0.186716067100629
0	0	inner acrosomal membrane	0	0
11	0.00464982584288661	inner cell mass cell differentiation	21	0.00768830864532002
8	0.00338169152209935	inner cell mass cell fate commitment	32	0.0117155179357257
84	0.0355077609820432	inner cell mass cell proliferation	82	0.0300210147102972
16	0.00676338304419871	inner cell mass cellular morphogenesis	64	0.0234310358714515
134	0.0566433329951642	inner ear development	92	0.0336821140652115
31	0.013104054648135	inner ear morphogenesis	78	0.0285565749683315
0	0	inner ear receptor cell development	15	0.00549164903237144
45	0.0190220148118089	inner ear receptor cell differentiation	61	0.0223327060649772
156	0.0659429846809374	inner ear receptor stereocilium organization	196	0.0717575473563202
2	0.000845422880524838	inner mitochondrial membrane organization	2	0.000732219870982859
15	0.00634067160393629	innervation	81	0.0296549047748058
0	0	Ino80 complex	0	0
0	0	inorganic anion exchanger activity	0	0
0	0	inorganic anion transport	0	0
0	0	inorganic cation transmembrane transporter activity	0	0
0	0	inorganic diphosphatase activity	0	0
0	0	inorganic phosphate transmembrane transporter activity	0	0
3	0.00126813432078726	inosine biosynthetic process	0	0
4	0.00169084576104968	inosine catabolic process	4	0.00146443974196572
0	0	inosine kinase activity	0	0
0	0	inosine nucleosidase activity	0	0
0	0	inositol 1,3,4,5 tetrakisphosphate binding	0	0
0	0	inositol 1,3,4,5,6-pentakisphosphate kinase activity	0	0
0	0	inositol 1,4,5 trisphosphate binding	0	0
0	0	inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity	0	0
0	0	inositol 2-dehydrogenase activity	0	0
4	0.00169084576104968	inositol biosynthetic process	0	0
0	0	inositol bisphosphate phosphatase activity	0	0
0	0	inositol catabolic process	0	0
0	0	inositol heptakisphosphate kinase activity	0	0
0	0	inositol hexakisphosphate 5-kinase activity	0	0
0	0	inositol hexakisphosphate binding	0	0
0	0	inositol hexakisphosphate kinase activity	0	0
0	0	inositol lipid-mediated signaling	12	0.00439331922589715
9	0.00380440296236177	inositol metabolic process	3	0.00109832980647429
0	0	inositol oxygenase activity	0	0
0	0	inositol pentakisphosphate 2-kinase activity	0	0
11	0.00464982584288661	inositol phosphate biosynthetic process	8	0.00292887948393143
25	0.0105677860065605	inositol phosphate dephosphorylation	89	0.0325837842587372
6	0.00253626864157452	inositol phosphate metabolic process	25	0.00915274838728573
0	0	inositol phosphate-mediated signaling	0	0
0	0	inositol tetrakisphosphate 1-kinase activity	0	0
0	0	inositol tetrakisphosphate 3-kinase activity	0	0
0	0	inositol trisphosphate 3-kinase activity	0	0
0	0	inositol trisphosphate 6-kinase activity	0	0
0	0	inositol trisphosphate metabolic process	12	0.00439331922589715
0	0	inositol trisphosphate phosphatase activity	0	0
