geneID,Uniprot,evalue,Product,GOSlim
CGI_10007640,O75533,0,Splicing factor 3B subunit 1 (Pre-mRNA-splicing factor SF3b 155 kDa subunit) (SF3b155) (Spliceosome-associated protein 155) (SAP 155),RNA metabolism
CGI_10007708,P35398,2e-29,Nuclear receptor ROR-alpha (Nuclear receptor RZR-alpha) (Nuclear receptor subfamily 1 group F member 1) (RAR-related orphan receptor A) (Retinoid-related orphan receptor-alpha),RNA metabolism
CGI_10007708,P35398,2e-29,Nuclear receptor ROR-alpha (Nuclear receptor RZR-alpha) (Nuclear receptor subfamily 1 group F member 1) (RAR-related orphan receptor A) (Retinoid-related orphan receptor-alpha),cell organization and biogenesis
CGI_10007708,P35398,2e-29,Nuclear receptor ROR-alpha (Nuclear receptor RZR-alpha) (Nuclear receptor subfamily 1 group F member 1) (RAR-related orphan receptor A) (Retinoid-related orphan receptor-alpha),cell cycle and proliferation
CGI_10007708,P35398,2e-29,Nuclear receptor ROR-alpha (Nuclear receptor RZR-alpha) (Nuclear receptor subfamily 1 group F member 1) (RAR-related orphan receptor A) (Retinoid-related orphan receptor-alpha),stress response
CGI_10007708,P35398,2e-29,Nuclear receptor ROR-alpha (Nuclear receptor RZR-alpha) (Nuclear receptor subfamily 1 group F member 1) (RAR-related orphan receptor A) (Retinoid-related orphan receptor-alpha),developmental processes
CGI_10007708,P35398,2e-29,Nuclear receptor ROR-alpha (Nuclear receptor RZR-alpha) (Nuclear receptor subfamily 1 group F member 1) (RAR-related orphan receptor A) (Retinoid-related orphan receptor-alpha),signal transduction
CGI_10007708,P35398,2e-29,Nuclear receptor ROR-alpha (Nuclear receptor RZR-alpha) (Nuclear receptor subfamily 1 group F member 1) (RAR-related orphan receptor A) (Retinoid-related orphan receptor-alpha),other metabolic processes
CGI_10007718,Q55E58,2e-64,Probable serine/threonine-protein kinase pats1 (EC 2.7.11.1) (Protein associated with the transduction of signal 1),cell cycle and proliferation
CGI_10007718,Q55E58,2e-64,Probable serine/threonine-protein kinase pats1 (EC 2.7.11.1) (Protein associated with the transduction of signal 1),protein metabolism
CGI_10007718,Q55E58,2e-64,Probable serine/threonine-protein kinase pats1 (EC 2.7.11.1) (Protein associated with the transduction of signal 1),signal transduction
CGI_10007751,Q91YN5,0,UDP-N-acetylhexosamine pyrophosphorylase [Includes: UDP-N-acetylgalactosamine pyrophosphorylase (EC 2.7.7.83); UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23)],other metabolic processes
CGI_10007801,Q8UVC3,0,Inversin,signal transduction
CGI_10007801,Q8UVC3,0,Inversin,developmental processes
CGI_10008103,O08550,2e-112,Histone-lysine N-methyltransferase 2B (Lysine N-methyltransferase 2B) (EC 2.1.1.43) (Myeloid/lymphoid or mixed-lineage leukemia protein 4 homolog) (Trithorax homolog 2) (WW domain-binding protein 7) (WBP-7),protein metabolism
CGI_10008103,O08550,2e-112,Histone-lysine N-methyltransferase 2B (Lysine N-methyltransferase 2B) (EC 2.1.1.43) (Myeloid/lymphoid or mixed-lineage leukemia protein 4 homolog) (Trithorax homolog 2) (WW domain-binding protein 7) (WBP-7),other metabolic processes
CGI_10008103,O08550,2e-112,Histone-lysine N-methyltransferase 2B (Lysine N-methyltransferase 2B) (EC 2.1.1.43) (Myeloid/lymphoid or mixed-lineage leukemia protein 4 homolog) (Trithorax homolog 2) (WW domain-binding protein 7) (WBP-7),RNA metabolism
CGI_10008103,O08550,2e-112,Histone-lysine N-methyltransferase 2B (Lysine N-methyltransferase 2B) (EC 2.1.1.43) (Myeloid/lymphoid or mixed-lineage leukemia protein 4 homolog) (Trithorax homolog 2) (WW domain-binding protein 7) (WBP-7),developmental processes
CGI_10008103,O08550,2e-112,Histone-lysine N-methyltransferase 2B (Lysine N-methyltransferase 2B) (EC 2.1.1.43) (Myeloid/lymphoid or mixed-lineage leukemia protein 4 homolog) (Trithorax homolog 2) (WW domain-binding protein 7) (WBP-7),cell organization and biogenesis
CGI_10008109,O14832,1e-140,Phytanoyl-CoA dioxygenase, peroxisomal (EC 1.14.11.18) (Phytanic acid oxidase) (Phytanoyl-CoA alpha-hydroxylase) (PhyH),other metabolic processes
CGI_10008613,Q5ZM35,1e-118,Twinfilin-2,cell organization and biogenesis
CGI_10008613,Q5ZM35,1e-118,Twinfilin-2,protein metabolism
CGI_10008650,Q3ZBX6,2e-51,39S ribosomal protein L3, mitochondrial (L3mt) (MRP-L3),cell organization and biogenesis
CGI_10008650,Q3ZBX6,2e-51,39S ribosomal protein L3, mitochondrial (L3mt) (MRP-L3),protein metabolism
CGI_10008716,Q5RBL1,0,Glycine--tRNA ligase (EC 3.6.1.17) (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (AP-4-A synthetase) (Glycyl-tRNA synthetase) (GlyRS),protein metabolism
CGI_10008716,Q5RBL1,0,Glycine--tRNA ligase (EC 3.6.1.17) (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (AP-4-A synthetase) (Glycyl-tRNA synthetase) (GlyRS),RNA metabolism
CGI_10008716,Q5RBL1,0,Glycine--tRNA ligase (EC 3.6.1.17) (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (AP-4-A synthetase) (Glycyl-tRNA synthetase) (GlyRS),other metabolic processes
CGI_10008780,Q58CU2,7e-141,Band 4.1-like protein 5,cell organization and biogenesis
CGI_10008810,Q9R1P4,8e-128,Proteasome subunit alpha type-1 (EC 3.4.25.1) (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain),stress response
CGI_10008810,Q9R1P4,8e-128,Proteasome subunit alpha type-1 (EC 3.4.25.1) (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain),protein metabolism
CGI_10008836,Q6DJI8,2e-105,Eukaryotic translation initiation factor 3 subunit G-A (eIF3g-A) (Eukaryotic translation initiation factor 3 RNA-binding subunit A) (eIF-3 RNA-binding subunit A) (Eukaryotic translation initiation factor 3 subunit 4-A),protein metabolism
CGI_10009056,Q5U550,2e-27,DET1- and DDB1-associated protein 1,protein metabolism
CGI_10009078,O54701,1e-117,Sodium/potassium/calcium exchanger 2 (Na(+)/K(+)/Ca(2+)-exchange protein 2) (Retinal cone Na-Ca+K exchanger) (Solute carrier family 24 member 2),cell-cell signaling
CGI_10009078,O54701,1e-117,Sodium/potassium/calcium exchanger 2 (Na(+)/K(+)/Ca(2+)-exchange protein 2) (Retinal cone Na-Ca+K exchanger) (Solute carrier family 24 member 2),transport
CGI_10009129,Q8N448,2e-106,Ligand of Numb protein X 2 (Numb-binding protein 2) (PDZ domain-containing RING finger protein 1),cell organization and biogenesis
CGI_10009375,Q99973,3e-31,Telomerase protein component 1 (Telomerase-associated protein 1) (Telomerase protein 1) (p240) (p80 telomerase homolog),RNA metabolism
CGI_10009375,Q99973,3e-31,Telomerase protein component 1 (Telomerase-associated protein 1) (Telomerase protein 1) (p240) (p80 telomerase homolog),DNA metabolism
CGI_10009375,Q99973,3e-31,Telomerase protein component 1 (Telomerase-associated protein 1) (Telomerase protein 1) (p240) (p80 telomerase homolog),cell organization and biogenesis
CGI_10009492,Q8K2Y0,1e-38,RING finger protein 219,RNA metabolism
CGI_10009638,Q9NQV6,8e-120,PR domain zinc finger protein 10 (EC 2.1.1.-) (PR domain-containing protein 10) (Tristanin),RNA metabolism
CGI_10009786,Q7SY52,8e-131,Serine/threonine-protein kinase 10 (EC 2.7.11.1),signal transduction
CGI_10009786,Q7SY52,8e-131,Serine/threonine-protein kinase 10 (EC 2.7.11.1),death
CGI_10009786,Q7SY52,8e-131,Serine/threonine-protein kinase 10 (EC 2.7.11.1),protein metabolism
CGI_10009786,Q7SY52,8e-131,Serine/threonine-protein kinase 10 (EC 2.7.11.1),cell cycle and proliferation
CGI_10009786,Q7SY52,8e-131,Serine/threonine-protein kinase 10 (EC 2.7.11.1),stress response
CGI_10009786,Q7SY52,8e-131,Serine/threonine-protein kinase 10 (EC 2.7.11.1),other metabolic processes
CGI_10009837,Q63424,9e-88,Solute carrier family 15 member 2 (Kidney H(+)/peptide cotransporter) (Oligopeptide transporter, kidney isoform) (Peptide transporter 2),transport
CGI_10010191,Q9Z1J2,3e-53,Serine/threonine-protein kinase Nek4 (EC 2.7.11.1) (Never in mitosis A-related kinase 4) (NimA-related protein kinase 4) (Serine/threonine-protein kinase 2),death
CGI_10010191,Q9Z1J2,3e-53,Serine/threonine-protein kinase Nek4 (EC 2.7.11.1) (Never in mitosis A-related kinase 4) (NimA-related protein kinase 4) (Serine/threonine-protein kinase 2),signal transduction
CGI_10010191,Q9Z1J2,3e-53,Serine/threonine-protein kinase Nek4 (EC 2.7.11.1) (Never in mitosis A-related kinase 4) (NimA-related protein kinase 4) (Serine/threonine-protein kinase 2),stress response
CGI_10010191,Q9Z1J2,3e-53,Serine/threonine-protein kinase Nek4 (EC 2.7.11.1) (Never in mitosis A-related kinase 4) (NimA-related protein kinase 4) (Serine/threonine-protein kinase 2),other metabolic processes
CGI_10010191,Q9Z1J2,3e-53,Serine/threonine-protein kinase Nek4 (EC 2.7.11.1) (Never in mitosis A-related kinase 4) (NimA-related protein kinase 4) (Serine/threonine-protein kinase 2),protein metabolism
CGI_10010191,Q9Z1J2,3e-53,Serine/threonine-protein kinase Nek4 (EC 2.7.11.1) (Never in mitosis A-related kinase 4) (NimA-related protein kinase 4) (Serine/threonine-protein kinase 2),RNA metabolism
CGI_10010191,Q9Z1J2,3e-53,Serine/threonine-protein kinase Nek4 (EC 2.7.11.1) (Never in mitosis A-related kinase 4) (NimA-related protein kinase 4) (Serine/threonine-protein kinase 2),cell cycle and proliferation
CGI_10010442,O43913,2e-153,Origin recognition complex subunit 5,cell cycle and proliferation
CGI_10010442,O43913,2e-153,Origin recognition complex subunit 5,DNA metabolism
CGI_10010584,Q9CX99,2e-06,GRB2-related adapter protein,stress response
CGI_10010584,Q9CX99,2e-06,GRB2-related adapter protein,cell cycle and proliferation
CGI_10010584,Q9CX99,2e-06,GRB2-related adapter protein,signal transduction
CGI_10010714,Q7ZVA6,0,Eukaryotic initiation factor 4A-III (eIF-4A-III) (eIF4A-III) (EC 3.6.4.13) (ATP-dependent RNA helicase DDX48) (ATP-dependent RNA helicase eIF4A-3) (DEAD box protein 48) (Eukaryotic translation initiation factor 4A isoform 3),RNA metabolism
CGI_10010714,Q7ZVA6,0,Eukaryotic initiation factor 4A-III (eIF-4A-III) (eIF4A-III) (EC 3.6.4.13) (ATP-dependent RNA helicase DDX48) (ATP-dependent RNA helicase eIF4A-3) (DEAD box protein 48) (Eukaryotic translation initiation factor 4A isoform 3),protein metabolism
CGI_10010714,Q7ZVA6,0,Eukaryotic initiation factor 4A-III (eIF-4A-III) (eIF4A-III) (EC 3.6.4.13) (ATP-dependent RNA helicase DDX48) (ATP-dependent RNA helicase eIF4A-3) (DEAD box protein 48) (Eukaryotic translation initiation factor 4A isoform 3),transport
CGI_10010714,Q7ZVA6,0,Eukaryotic initiation factor 4A-III (eIF-4A-III) (eIF4A-III) (EC 3.6.4.13) (ATP-dependent RNA helicase DDX48) (ATP-dependent RNA helicase eIF4A-3) (DEAD box protein 48) (Eukaryotic translation initiation factor 4A isoform 3),other metabolic processes
CGI_10010795,B0S5N4,2e-08,Plexin A3,cell organization and biogenesis
CGI_10010795,B0S5N4,2e-08,Plexin A3,developmental processes
CGI_10010809,Q5RB35,0,Muskelin,cell adhesion
CGI_10010809,Q5RB35,0,Muskelin,cell organization and biogenesis
CGI_10010882,O75665,7e-89,Oral-facial-digital syndrome 1 protein (Protein 71-7A),cell cycle and proliferation
CGI_10010882,O75665,7e-89,Oral-facial-digital syndrome 1 protein (Protein 71-7A),developmental processes
CGI_10010882,O75665,7e-89,Oral-facial-digital syndrome 1 protein (Protein 71-7A),cell organization and biogenesis
CGI_10010890,P38942,3e-109,4-hydroxybutyrate coenzyme A transferase (EC 2.8.3.-),other metabolic processes
CGI_10010913,Q94BZ1,2e-20,Protein ZINC INDUCED FACILITATOR-LIKE 1 (Protein ZIF-LIKE 1),developmental processes
CGI_10010913,Q94BZ1,2e-20,Protein ZINC INDUCED FACILITATOR-LIKE 1 (Protein ZIF-LIKE 1),transport
CGI_10010913,Q94BZ1,2e-20,Protein ZINC INDUCED FACILITATOR-LIKE 1 (Protein ZIF-LIKE 1),stress response
CGI_10010914,P35626,0,Beta-adrenergic receptor kinase 2 (Beta-ARK-2) (EC 2.7.11.15) (G-protein-coupled receptor kinase 3),transport
CGI_10010914,P35626,0,Beta-adrenergic receptor kinase 2 (Beta-ARK-2) (EC 2.7.11.15) (G-protein-coupled receptor kinase 3),cell organization and biogenesis
CGI_10010914,P35626,0,Beta-adrenergic receptor kinase 2 (Beta-ARK-2) (EC 2.7.11.15) (G-protein-coupled receptor kinase 3),signal transduction
CGI_10010914,P35626,0,Beta-adrenergic receptor kinase 2 (Beta-ARK-2) (EC 2.7.11.15) (G-protein-coupled receptor kinase 3),other metabolic processes
CGI_10011007,Q8BK67,3e-170,Protein RCC2,cell cycle and proliferation
CGI_10011007,Q8BK67,3e-170,Protein RCC2,signal transduction
CGI_10011007,Q8BK67,3e-170,Protein RCC2,cell adhesion
CGI_10011007,Q8BK67,3e-170,Protein RCC2,cell organization and biogenesis
CGI_10011288,Q8BGF9,8e-29,Solute carrier family 25 member 44,transport
CGI_10011651,Q9UBB5,4e-77,Methyl-CpG-binding domain protein 2 (Demethylase) (DMTase) (Methyl-CpG-binding protein MBD2),signal transduction
CGI_10011651,Q9UBB5,4e-77,Methyl-CpG-binding domain protein 2 (Demethylase) (DMTase) (Methyl-CpG-binding protein MBD2),cell organization and biogenesis
CGI_10011651,Q9UBB5,4e-77,Methyl-CpG-binding domain protein 2 (Demethylase) (DMTase) (Methyl-CpG-binding protein MBD2),developmental processes
CGI_10011651,Q9UBB5,4e-77,Methyl-CpG-binding domain protein 2 (Demethylase) (DMTase) (Methyl-CpG-binding protein MBD2),cell cycle and proliferation
CGI_10011651,Q9UBB5,4e-77,Methyl-CpG-binding domain protein 2 (Demethylase) (DMTase) (Methyl-CpG-binding protein MBD2),DNA metabolism
CGI_10011651,Q9UBB5,4e-77,Methyl-CpG-binding domain protein 2 (Demethylase) (DMTase) (Methyl-CpG-binding protein MBD2),RNA metabolism
CGI_10011720,Q6PEE2,2e-39,CBP80/20-dependent translation initiation factor,RNA metabolism
CGI_10011720,Q6PEE2,2e-39,CBP80/20-dependent translation initiation factor,protein metabolism
CGI_10011721,Q9UII5,3e-51,Zinc finger protein 107 (Zinc finger protein 588) (Zinc finger protein ZFD25),RNA metabolism
CGI_10011812,A4IF87,2e-148,Dihydroxyacetone phosphate acyltransferase (DAP-AT) (DHAP-AT) (EC 2.3.1.42) (Acyl-CoA:dihydroxyacetonephosphateacyltransferase) (Glycerone-phosphate O-acyltransferase),other metabolic processes
CGI_10011877,Q922B6,2e-72,E3 ubiquitin-protein ligase TRAF7 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRAF7) (TNF receptor-associated factor 7),death
CGI_10011877,Q922B6,2e-72,E3 ubiquitin-protein ligase TRAF7 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRAF7) (TNF receptor-associated factor 7),other metabolic processes
CGI_10011877,Q922B6,2e-72,E3 ubiquitin-protein ligase TRAF7 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRAF7) (TNF receptor-associated factor 7),protein metabolism
CGI_10011877,Q922B6,2e-72,E3 ubiquitin-protein ligase TRAF7 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRAF7) (TNF receptor-associated factor 7),signal transduction
CGI_10011877,Q922B6,2e-72,E3 ubiquitin-protein ligase TRAF7 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRAF7) (TNF receptor-associated factor 7),RNA metabolism
CGI_10011917,Q99683,0,Mitogen-activated protein kinase kinase kinase 5 (EC 2.7.11.25) (Apoptosis signal-regulating kinase 1) (ASK-1) (MAPK/ERK kinase kinase 5) (MEK kinase 5) (MEKK 5),stress response
CGI_10011917,Q99683,0,Mitogen-activated protein kinase kinase kinase 5 (EC 2.7.11.25) (Apoptosis signal-regulating kinase 1) (ASK-1) (MAPK/ERK kinase kinase 5) (MEK kinase 5) (MEKK 5),RNA metabolism
CGI_10011917,Q99683,0,Mitogen-activated protein kinase kinase kinase 5 (EC 2.7.11.25) (Apoptosis signal-regulating kinase 1) (ASK-1) (MAPK/ERK kinase kinase 5) (MEK kinase 5) (MEKK 5),developmental processes
CGI_10011917,Q99683,0,Mitogen-activated protein kinase kinase kinase 5 (EC 2.7.11.25) (Apoptosis signal-regulating kinase 1) (ASK-1) (MAPK/ERK kinase kinase 5) (MEK kinase 5) (MEKK 5),signal transduction
CGI_10011917,Q99683,0,Mitogen-activated protein kinase kinase kinase 5 (EC 2.7.11.25) (Apoptosis signal-regulating kinase 1) (ASK-1) (MAPK/ERK kinase kinase 5) (MEK kinase 5) (MEKK 5),death
CGI_10011917,Q99683,0,Mitogen-activated protein kinase kinase kinase 5 (EC 2.7.11.25) (Apoptosis signal-regulating kinase 1) (ASK-1) (MAPK/ERK kinase kinase 5) (MEK kinase 5) (MEKK 5),protein metabolism
CGI_10012067,Q9UP83,0,Conserved oligomeric Golgi complex subunit 5 (COG complex subunit 5) (13S Golgi transport complex 90 kDa subunit) (GTC-90) (Component of oligomeric Golgi complex 5) (Golgi transport complex 1),transport
CGI_10012126,Q14202,3e-85,Zinc finger MYM-type protein 3 (Zinc finger protein 261),cell organization and biogenesis
CGI_10012126,Q14202,3e-85,Zinc finger MYM-type protein 3 (Zinc finger protein 261),developmental processes
CGI_10012169,Q28H54,2e-119,Choline/ethanolaminephosphotransferase 1 (EC 2.7.8.1) (EC 2.7.8.2),other metabolic processes
CGI_10012236,Q920R0,0,Alsin (Amyotrophic lateral sclerosis 2 protein homolog),cell organization and biogenesis
CGI_10012236,Q920R0,0,Alsin (Amyotrophic lateral sclerosis 2 protein homolog),other metabolic processes
CGI_10012236,Q920R0,0,Alsin (Amyotrophic lateral sclerosis 2 protein homolog),death
CGI_10012236,Q920R0,0,Alsin (Amyotrophic lateral sclerosis 2 protein homolog),signal transduction
CGI_10012236,Q920R0,0,Alsin (Amyotrophic lateral sclerosis 2 protein homolog),cell-cell signaling
CGI_10012236,Q920R0,0,Alsin (Amyotrophic lateral sclerosis 2 protein homolog),transport
CGI_10012236,Q920R0,0,Alsin (Amyotrophic lateral sclerosis 2 protein homolog),stress response
CGI_10012236,Q920R0,0,Alsin (Amyotrophic lateral sclerosis 2 protein homolog),developmental processes
CGI_10012324,Q24307,4e-13,Death-associated inhibitor of apoptosis 2 (EC 6.3.2.-) (Apoptosis 2 inhibitor) (IAP homolog A) (IAP-like protein) (ILP) (dILP) (Inhibitor of apoptosis 2),protein metabolism
CGI_10012324,Q24307,4e-13,Death-associated inhibitor of apoptosis 2 (EC 6.3.2.-) (Apoptosis 2 inhibitor) (IAP homolog A) (IAP-like protein) (ILP) (dILP) (Inhibitor of apoptosis 2),other metabolic processes
CGI_10012324,Q24307,4e-13,Death-associated inhibitor of apoptosis 2 (EC 6.3.2.-) (Apoptosis 2 inhibitor) (IAP homolog A) (IAP-like protein) (ILP) (dILP) (Inhibitor of apoptosis 2),developmental processes
CGI_10012324,Q24307,4e-13,Death-associated inhibitor of apoptosis 2 (EC 6.3.2.-) (Apoptosis 2 inhibitor) (IAP homolog A) (IAP-like protein) (ILP) (dILP) (Inhibitor of apoptosis 2),transport
CGI_10012324,Q24307,4e-13,Death-associated inhibitor of apoptosis 2 (EC 6.3.2.-) (Apoptosis 2 inhibitor) (IAP homolog A) (IAP-like protein) (ILP) (dILP) (Inhibitor of apoptosis 2),death
CGI_10012324,Q24307,4e-13,Death-associated inhibitor of apoptosis 2 (EC 6.3.2.-) (Apoptosis 2 inhibitor) (IAP homolog A) (IAP-like protein) (ILP) (dILP) (Inhibitor of apoptosis 2),stress response
CGI_10012324,Q24307,4e-13,Death-associated inhibitor of apoptosis 2 (EC 6.3.2.-) (Apoptosis 2 inhibitor) (IAP homolog A) (IAP-like protein) (ILP) (dILP) (Inhibitor of apoptosis 2),signal transduction
CGI_10012354,Q96JL9,5e-34,Zinc finger protein 333,RNA metabolism
CGI_10012373,Q14186,1e-104,Transcription factor Dp-1 (DRTF1-polypeptide 1) (DRTF1) (E2F dimerization partner 1),developmental processes
CGI_10012373,Q14186,1e-104,Transcription factor Dp-1 (DRTF1-polypeptide 1) (DRTF1) (E2F dimerization partner 1),stress response
CGI_10012373,Q14186,1e-104,Transcription factor Dp-1 (DRTF1-polypeptide 1) (DRTF1) (E2F dimerization partner 1),cell cycle and proliferation
CGI_10012373,Q14186,1e-104,Transcription factor Dp-1 (DRTF1-polypeptide 1) (DRTF1) (E2F dimerization partner 1),death
CGI_10012373,Q14186,1e-104,Transcription factor Dp-1 (DRTF1-polypeptide 1) (DRTF1) (E2F dimerization partner 1),RNA metabolism
CGI_10012373,Q14186,1e-104,Transcription factor Dp-1 (DRTF1-polypeptide 1) (DRTF1) (E2F dimerization partner 1),signal transduction
CGI_10012473,P10351,9e-145,Xanthine dehydrogenase (XD) (EC 1.17.1.4) (Protein rosy locus),developmental processes
CGI_10012473,P10351,9e-145,Xanthine dehydrogenase (XD) (EC 1.17.1.4) (Protein rosy locus),other metabolic processes
CGI_10012476,Q92609,3e-167,TBC1 domain family member 5,protein metabolism
CGI_10012476,Q92609,3e-167,TBC1 domain family member 5,stress response
CGI_10012476,Q92609,3e-167,TBC1 domain family member 5,cell organization and biogenesis
CGI_10012476,Q92609,3e-167,TBC1 domain family member 5,transport
CGI_10012476,Q92609,3e-167,TBC1 domain family member 5,other metabolic processes
CGI_10012696,Q92541,1e-94,RNA polymerase-associated protein RTF1 homolog,RNA metabolism
CGI_10012696,Q92541,1e-94,RNA polymerase-associated protein RTF1 homolog,developmental processes
CGI_10012696,Q92541,1e-94,RNA polymerase-associated protein RTF1 homolog,signal transduction
CGI_10012696,Q92541,1e-94,RNA polymerase-associated protein RTF1 homolog,protein metabolism
CGI_10012696,Q92541,1e-94,RNA polymerase-associated protein RTF1 homolog,cell organization and biogenesis
CGI_10012824,Q920N2,7e-114,Biotin--protein ligase (EC 6.3.4.-) (Biotin apo-protein ligase) [Includes: Biotin--[methylmalonyl-CoA-carboxytransferase] ligase (EC 6.3.4.9); Biotin--[propionyl-CoA-carboxylase [ATP-hydrolyzing]] ligase (EC 6.3.4.10) (Holocarboxylase synthetase) (HCS); Biotin--[methylcrotonoyl-CoA-carboxylase] ligase (EC 6.3.4.11); Biotin--[acetyl-CoA-carboxylase] ligase (EC 6.3.4.15)],cell organization and biogenesis
CGI_10012824,Q920N2,7e-114,Biotin--protein ligase (EC 6.3.4.-) (Biotin apo-protein ligase) [Includes: Biotin--[methylmalonyl-CoA-carboxytransferase] ligase (EC 6.3.4.9); Biotin--[propionyl-CoA-carboxylase [ATP-hydrolyzing]] ligase (EC 6.3.4.10) (Holocarboxylase synthetase) (HCS); Biotin--[methylcrotonoyl-CoA-carboxylase] ligase (EC 6.3.4.11); Biotin--[acetyl-CoA-carboxylase] ligase (EC 6.3.4.15)],protein metabolism
CGI_10012824,Q920N2,7e-114,Biotin--protein ligase (EC 6.3.4.-) (Biotin apo-protein ligase) [Includes: Biotin--[methylmalonyl-CoA-carboxytransferase] ligase (EC 6.3.4.9); Biotin--[propionyl-CoA-carboxylase [ATP-hydrolyzing]] ligase (EC 6.3.4.10) (Holocarboxylase synthetase) (HCS); Biotin--[methylcrotonoyl-CoA-carboxylase] ligase (EC 6.3.4.11); Biotin--[acetyl-CoA-carboxylase] ligase (EC 6.3.4.15)],cell cycle and proliferation
CGI_10012930,O08839,3e-08,Myc box-dependent-interacting protein 1 (Amphiphysin II) (Amphiphysin-like protein) (Bridging integrator 1),death
CGI_10012930,O08839,3e-08,Myc box-dependent-interacting protein 1 (Amphiphysin II) (Amphiphysin-like protein) (Bridging integrator 1),developmental processes
CGI_10012930,O08839,3e-08,Myc box-dependent-interacting protein 1 (Amphiphysin II) (Amphiphysin-like protein) (Bridging integrator 1),cell organization and biogenesis
CGI_10012930,O08839,3e-08,Myc box-dependent-interacting protein 1 (Amphiphysin II) (Amphiphysin-like protein) (Bridging integrator 1),transport
CGI_10013037,Q8TDX9,1e-96,Polycystic kidney disease protein 1-like 1 (PC1-like 1 protein) (Polycystin-1L1),cell adhesion
CGI_10013098,Q5TB80,7e-106,Centrosomal protein of 162 kDa (Cep162) (Protein QN1 homolog),cell organization and biogenesis
CGI_10013103,O75417,0,DNA polymerase theta (EC 2.7.7.7) (DNA polymerase eta),stress response
CGI_10013103,O75417,0,DNA polymerase theta (EC 2.7.7.7) (DNA polymerase eta),DNA metabolism
CGI_10013103,O75417,0,DNA polymerase theta (EC 2.7.7.7) (DNA polymerase eta),developmental processes
CGI_10013103,O75417,0,DNA polymerase theta (EC 2.7.7.7) (DNA polymerase eta),cell organization and biogenesis
CGI_10013374,Q5RGJ8,0,N-acetylglucosamine-1-phosphotransferase subunits alpha/beta (EC 2.7.8.17) (GlcNAc-1-phosphotransferase subunits alpha/beta) (Stealth protein gnptab) (UDP-N-acetylglucosamine-1-phosphotransferase subunits alpha/beta) [Cleaved into: N-acetylglucosamine-1-phosphotransferase subunit alpha; N-acetylglucosamine-1-phosphotransferase subunit beta],other metabolic processes
CGI_10013374,Q5RGJ8,0,N-acetylglucosamine-1-phosphotransferase subunits alpha/beta (EC 2.7.8.17) (GlcNAc-1-phosphotransferase subunits alpha/beta) (Stealth protein gnptab) (UDP-N-acetylglucosamine-1-phosphotransferase subunits alpha/beta) [Cleaved into: N-acetylglucosamine-1-phosphotransferase subunit alpha; N-acetylglucosamine-1-phosphotransferase subunit beta],protein metabolism
CGI_10013374,Q5RGJ8,0,N-acetylglucosamine-1-phosphotransferase subunits alpha/beta (EC 2.7.8.17) (GlcNAc-1-phosphotransferase subunits alpha/beta) (Stealth protein gnptab) (UDP-N-acetylglucosamine-1-phosphotransferase subunits alpha/beta) [Cleaved into: N-acetylglucosamine-1-phosphotransferase subunit alpha; N-acetylglucosamine-1-phosphotransferase subunit beta],cell organization and biogenesis
CGI_10013374,Q5RGJ8,0,N-acetylglucosamine-1-phosphotransferase subunits alpha/beta (EC 2.7.8.17) (GlcNAc-1-phosphotransferase subunits alpha/beta) (Stealth protein gnptab) (UDP-N-acetylglucosamine-1-phosphotransferase subunits alpha/beta) [Cleaved into: N-acetylglucosamine-1-phosphotransferase subunit alpha; N-acetylglucosamine-1-phosphotransferase subunit beta],developmental processes
CGI_10013374,Q5RGJ8,0,N-acetylglucosamine-1-phosphotransferase subunits alpha/beta (EC 2.7.8.17) (GlcNAc-1-phosphotransferase subunits alpha/beta) (Stealth protein gnptab) (UDP-N-acetylglucosamine-1-phosphotransferase subunits alpha/beta) [Cleaved into: N-acetylglucosamine-1-phosphotransferase subunit alpha; N-acetylglucosamine-1-phosphotransferase subunit beta],transport
CGI_10013442,Q14527,0,Helicase-like transcription factor (EC 2.3.2.27) (EC 3.6.4.-) (DNA-binding protein/plasminogen activator inhibitor 1 regulator) (HIP116) (RING finger protein 80) (RING-type E3 ubiquitin transferase HLTF) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3) (Sucrose nonfermenting protein 2-like 3),protein metabolism
CGI_10013442,Q14527,0,Helicase-like transcription factor (EC 2.3.2.27) (EC 3.6.4.-) (DNA-binding protein/plasminogen activator inhibitor 1 regulator) (HIP116) (RING finger protein 80) (RING-type E3 ubiquitin transferase HLTF) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3) (Sucrose nonfermenting protein 2-like 3),stress response
